title,source,url,json_content

torch.cuda.is_available() returns &#39;False&#39;,Stack Overflow,N/A,"{""tags"": [""pytorch"", ""anaconda"", ""gpu"", ""nvidia"", ""torch""], ""question_score"": 1, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 0, ""is_answered"": false, ""question_id"": 78503026, ""item_type"": ""question"", ""score"": 1, ""last_activity_date"": 1716131426, ""creation_date"": 1716131426, ""body"": ""I am working on Azure Machine Learning Studio Jupyter Notebook, I have created a conda virtual environment with python 3.8.19. My compute instance has NVIDIA Tesla T4 GPU. I have installed Pytorch with . But when I print  it returns .\n returns\n\n returns:\n\n returns:\n\nHow will I be able to activate GPU torch? Please help.\nI tried to install Torch with GPU support with following command:  but did not work.\n"", ""excerpt"": ""conda-forge\nrich                      13.7.1                   pypi_0    pypi\nrpds-py                   0.18.1                   pypi_0    pypi\nrsa                       4.9                      pypi_0    pypi\n<span class=\""highlight\"">safetensors</span> &hellip; "", ""title"": ""torch.cuda.is_available() returns &#39;False&#39;""}"

ImportError: libcudart.so.12: cannot open shared object file: No such file or directory,Stack Overflow,N/A,"{""tags"": [""python"", ""pytorch"", ""gpu"", ""large-language-model""], ""question_score"": 2, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 3, ""is_answered"": true, ""question_id"": 77518719, ""item_type"": ""question"", ""score"": 2, ""last_activity_date"": 1715976455, ""creation_date"": 1700512320, ""body"": ""I am very new to LLM serving and quantization. Any leads would be much appreciated. I am trying to quantize my model using Autoawq. I have installed the following packages:\n\nI am trying run the sample code from https://github.com/casper-hansen/AutoAWQ:\n\nHowever I get the following error:\n\nThis is my nvidia config:\n\nHere is the nvcc --version output:\n\n"", ""excerpt"": ""python-dateutil    2.8.2\npytz               2023.3.post1\nPyYAML             6.0.1\nregex              2023.10.3\nrequests           2.28.1\nrootpath           0.1.1\nrouge-score        0.1.2\nsacrebleu          1.5.0\n<span class=\""highlight\"">safetensors</span> &hellip; "", ""title"": ""ImportError: libcudart.so.12: cannot open shared object file: No such file or directory""}"

Error installing scikit-fda in Github Codespace (fdasrsf build issue),Stack Overflow,N/A,"{""tags"": [""python"", ""scikit-learn"", ""datagrid"", ""github-codespaces""], ""question_score"": 0, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 1, ""is_answered"": false, ""question_id"": 78395786, ""item_type"": ""question"", ""score"": 0, ""last_activity_date"": 1715686413, ""creation_date"": 1714238054, ""body"": ""I am trying to import a library in a script on a github codespace, namely skfda.\nthe package wasn&#39;t present so I I tried to pip install, I tried conda and I tried to clone the the repo from github but the result is always the same:\n\nthe funny thing is that I write in a google colab notebook :\n! pip install scikit-fda\nthe package is installed correctly\nso the problem must be the environment.\nso I did this\n! pip freeze &gt; requirements.txt\n! cat requirements.txt\nand the result was:\n\nI am pretty new to the whole git, venv and requirement part so I don&#39;t know how to procede from here or if I&#39;m onto something at all so any suggestion would be nice.\nalso I don&#39;t know what a wheel is\n"", ""excerpt"": ""qudida==0.0.4\nratelim==0.1.6\nrdata==0.11.2\nreferencing==0.34.0\nregex==2023.12.25\nrequests==2.31.0\nrequests-oauthlib==1.4.0\nrequirements-parser==0.5.0\nrich==13.7.1\nrpds-py==0.18.0\nrpy2==3.4.2\nrsa==4.9\n<span class=\""highlight\"">safetensors</span> &hellip; "", ""title"": ""Error installing scikit-fda in Github Codespace (fdasrsf build issue)""}"

OSError: meta-llama/Llama-2-7b-chat-hf is not a local folder,Stack Overflow,N/A,"{""tags"": [""python"", ""huggingface-transformers"", ""huggingface"", ""llama""], ""question_score"": 2, ""is_accepted"": false, ""has_accepted_answer"": true, ""answer_count"": 1, ""is_answered"": true, ""question_id"": 77006745, ""item_type"": ""question"", ""score"": 2, ""last_activity_date"": 1715288762, ""creation_date"": 1693388079, ""body"": ""I&#39;m trying to replied the code from this Hugging Face blog. At first I installed the transformers and created a token to login to hugging face hub:\n\nAfter that it is said to use  when you have set a token. Unfortunately after running the code I get an error:\n\nError:\n\nIt says that the model cannot be found, but you can find it in the list of models on hugging face here.\nThis is the version of the  package I&#39;m using:\n\nDoes anyone know how to fix this error?\n"", ""excerpt"": ""transformers@huggingface.co\nLicense: Apache 2.0 License\nLocation: /Users/quinten/opt/miniconda3/lib/python3.9/site-packages\nRequires: filelock, huggingface-hub, numpy, packaging, pyyaml, regex, requests, <span class=\""highlight\"">safetensors</span> &hellip; "", ""title"": ""OSError: meta-llama/Llama-2-7b-chat-hf is not a local folder""}"

Create Apptainer container with environment.yml without creating a new conda environment within container,Stack Overflow,N/A,"{""tags"": [""anaconda"", ""containers"", ""apptainer""], ""question_score"": 0, ""is_accepted"": false, ""answer_id"": 78373172, ""is_answered"": false, ""question_id"": 76146763, ""item_type"": ""answer"", ""score"": 0, ""last_activity_date"": 1713882762, ""creation_date"": 1713882762, ""body"": ""Apptainer.def\n\nenvironment.yml\n\nrequirements.txt\n\n"", ""excerpt"": ""- pip:\n    - -r requirements.txt\n\nrequirements.txt\n--extra-index-url https://download.pytorch.org/whl/cu123\ntorch\ntorchvision\ntorchaudio\naccelerate\ntransformers\nscipy\n<span class=\""highlight\"">safetensors</span> &hellip; "", ""title"": ""Create Apptainer container with environment.yml without creating a new conda environment within container""}"

Version requirements for Deep Learning Libraries of ArcGIS in Google Colab,Stack Overflow,N/A,"{""tags"": [""python"", ""google-colaboratory"", ""arcgis"", ""named-entity-recognition""], ""question_score"": 0, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 0, ""is_answered"": false, ""question_id"": 78355338, ""item_type"": ""question"", ""score"": 0, ""last_activity_date"": 1713547480, ""creation_date"": 1713547480, ""body"": ""I have been using ArcGIS&#39;s EntityRecognizer for some time now. I train the model on Google Colab as it provides faster runtime(GPU enabled).\nAs you know Google Colab now has updated its runtime to Python 3.10 from Python 3.7.\nHence the deep learning libraries that was working for 3.7 are not working for 3.10.\nFor example in Python 3.7 we were using   and  etc.\nBut now arcgis version has also updated for 3.10 to . Correspondingly it has different deep learning libraries version.\nI have tried doing\n\nin order to download individually all the libraries but there seems to be some mismatch as it is giving me the following error:\n\nHere is my libraries. As you can see fastai is already installed.\n\nI have asked the arcgis team also the same question a year back and yet to receive any response.\nhttps://github.com/Esri/arcgis-python-api/issues/1634\nMy question is\n\nHas anyone used the EntityRecognizer in the current Colab environment?\nWhat are the deep learning libraries versions you have used?\n\nAdded info: Since anyone might ask why not use Python 3.7 on local CPU to do the task - I am doing that currently but with more added data it is getting quite difficult.\nAlso I have visited the page they have mentioned in the error syntax. They also have not updated the page to provide the relevant libraries.\n"", ""excerpt"": ""0.1.4\nrfc3986-validator                0.1.1\nrich                             13.6.0\nrpds-py                          0.12.0\nrpy2                             3.4.2\nrsa                              4.9\n<span class=\""highlight\"">safetensors</span> &hellip; "", ""title"": ""Version requirements for Deep Learning Libraries of ArcGIS in Google Colab""}"

LibMambaUnsatisfiableError: Encountered problems while solving: nothing provides requested bzip2 ==1.0.8 he774522_0,Stack Overflow,N/A,"{""tags"": [""python"", ""anaconda"", ""conda"", ""miniconda""], ""question_score"": 0, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 0, ""is_answered"": false, ""question_id"": 78353034, ""item_type"": ""question"", ""score"": 0, ""last_activity_date"": 1713522746, ""creation_date"": 1713522746, ""body"": ""I am trying to recreate a conda environment from an . The  looks like this.\n\nI tried to recreate this environment in an AWS ubuntu machine with\n\nConda can&#39;t solve the environment and gives this error message.\n\nI have tried it setting  to flexible. It doesn&#39;t work still. Is there anything else I can try?\n"", ""excerpt"": ""- pip==24.0\n      - protobuf==4.25.1\n      - pydantic==2.7.0\n      - pydantic-core==2.18.1\n      - pytz==2024.1\n      - pyyaml==6.0.1\n      - regex==2023.12.25\n      - requests==2.31.0\n      - <span class=\""highlight\"">safetensors</span> &hellip; "", ""title"": ""LibMambaUnsatisfiableError: Encountered problems while solving: nothing provides requested bzip2 ==1.0.8 he774522_0""}"

Timm throwing HuggingFace Hub not installed error when HFhub is installed,Stack Overflow,N/A,"{""tags"": [""python"", ""pytorch"", ""huggingface-transformers"", ""huggingface-hub""], ""question_score"": 1, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 0, ""is_answered"": false, ""question_id"": 78347092, ""item_type"": ""question"", ""score"": 1, ""last_activity_date"": 1713463371, ""creation_date"": 1713440018, ""body"": ""I&#39;m trying to create the convit_base.fb_in1k model via timm. When I call , I get a  error. I have huggingface_hub installed.\nThere seem to be various suggestions around the web to update other packages, all of which I have updated. I&#39;m running python 3.8 with , , , , , , . The full pip freeze list can be found here.\nI&#39;m not sure how to fix this error.\n"", ""excerpt"": ""I&#39;m running python 3.8 with huggingface-hub==0.22.2, timm==0.9.16, tokenizers==0.15.2, transformers==4.39.3, <span class=\""highlight\"">safetensors</span>==0.4.3, torch==2.2.2, torchvision==0.17.2. &hellip; "", ""title"": ""Timm throwing HuggingFace Hub not installed error when HFhub is installed""}"

How to install pip install torch==2.1.2+cu118 in linux?,Stack Overflow,N/A,"{""tags"": [""pytorch"", ""huggingface-transformers"", ""dspy"", ""vllm""], ""question_score"": 0, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 1, ""is_answered"": false, ""question_id"": 78331842, ""item_type"": ""question"", ""score"": 0, ""last_activity_date"": 1713289579, ""creation_date"": 1713234970, ""body"": ""I see some people can install  e.g.,:\nhttps://github.com/stanfordnlp/dspy/discussions/818\n\nwhy can&#39;t I? I know it says I can&#39;t do it:\n\nI know it&#39;s possible. What&#39;s my issue?\nThis command also fails:\n\npython version\n\nMy gpu info:\n\nI will give this other info but I&#39;ve seen it be inconsistent in the past...so take it with a grain of salt:\n\n\nrelated:\n\nIs DSPy compatible with vllm and how good is DSPy with vllm? #818\n: https://github.com/stanfordnlp/dspy/discussions/818\nvllm not compatible with 2.2.x if that worked then this wouldn&#39;t be an issue for me https://github.com/vllm-project/vllm/issues/2747\n\n"", ""excerpt"": ""python-dateutil==2.9.0.post0\npython-dotenv==1.0.1\npytz==2024.1\nPyYAML==6.0.1\npyzmq==25.1.2\nquantile-python==1.1\nray==2.9.3\nreferencing==0.34.0\nregex==2023.12.25\nrequests==2.31.0\nrpds-py==0.18.0\nrpyc==6.0.0\n<span class=\""highlight\"">safetensors</span> &hellip; "", ""title"": ""How to install pip install torch==2.1.2+cu118 in linux?""}"

CUDA error: device-side assert triggered Compile with `TORCH_USE_CUDA_DSA` to enable device-side assertions. NLP - Transformers Roberta,Stack Overflow,N/A,"{""tags"": [""python"", ""pytorch"", ""huggingface-transformers"", ""bert-language-model""], ""question_score"": 1, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 0, ""is_answered"": false, ""question_id"": 78334988, ""item_type"": ""question"", ""score"": 1, ""last_activity_date"": 1713277830, ""creation_date"": 1713274930, ""body"": ""I met this error in loss function. An example below:\nMy code was working normally, but something got lost, I can’t find the problem. I tried to update the libraries, test previous versions, checked tensors, indices… Can someone please help me, at the end of the page contains the link to my repository with the files I used.\nLibraries version:\n\nVocabulary size:\n\nInput ID size:\n\nExample output input_ids:\n\nCode:\n\nError:\n\nGithub Repositories: https://github.com/DonatoReis/bert-new\n"", ""excerpt"": ""datasets==2.18.0\nCudatoolkit==12.1\nCuDNN==8801\n\ntransformers-cli env:\n- `transformers` version: 4.39.3\n- Platform: Windows-11-10.0.22631-SP0\n- Python version: 3.12.3\n- Huggingface_hub version: 0.22.2\n- <span class=\""highlight\"">Safetensors</span> &hellip; "", ""title"": ""CUDA error: device-side assert triggered Compile with `TORCH_USE_CUDA_DSA` to enable device-side assertions. NLP - Transformers Roberta""}"

How do I resolve this LoRA loading error?,Stack Overflow,N/A,"{""tags"": [""python"", ""huggingface-transformers"", ""huggingface""], ""question_score"": 5, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 2, ""is_answered"": true, ""question_id"": 78056541, ""item_type"": ""question"", ""score"": 5, ""last_activity_date"": 1712973356, ""creation_date"": 1708874816, ""body"": ""I&#39;m trying to run through the &#129303; LoRA tutorial. I&#39;ve gotten the dataset pulled down, trained it and have checkpoints on disk (in the form of several subdirectories and  files).\nThe last part is trying to run inference. In particular,\n\nHowever, on my local when I try to run that  line, I get\n\nI have PEFT installed, but there don&#39;t seem to be instructions calling for me to do anything else about it in order to load a LoRA.\nWhat am I doing wrong here? If the answer is &quot;nothing, this is the &#39;it&#39;s an experimental API&#39; note coming back to bite you&quot;, are there any workarounds?\n"", ""excerpt"": ""I&#39;ve gotten the dataset pulled down, trained it and have checkpoints on disk (in the form of several subdirectories and .<span class=\""highlight\"">safetensors</span> files).\nThe last part is trying to run inference. &hellip; "", ""title"": ""How do I resolve this LoRA loading error?""}"

Unable to locally save some models locally with SentenceTransformers,Stack Overflow,N/A,"{""tags"": [""python"", ""nlp"", ""huggingface-transformers"", ""large-language-model"", ""sentence-transformers""], ""question_score"": 0, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 0, ""is_answered"": false, ""question_id"": 78311910, ""item_type"": ""question"", ""score"": 0, ""last_activity_date"": 1712902869, ""creation_date"": 1712854218, ""body"": ""Tried many times to have SentenceTransformers and having stripped down my code to the following:\n\nalways fails with timeouts(?) while downloading the model, not always at the same exact spot. Here follows an example:\n\nSame happens with other largish models such as intfloat/e5-mistral-7b-instruct\nI have a good 200MBit fiber connection. Can I do anything else to save these models locally?\nPython 3.11.7 - sentence-transformers 2.6.1 - Mac M1 16GB with Sonoma 14.4.1 - 55GB free disk space\n"", ""excerpt"": "": 100%|██████████████████████████████████████████████████████████████████████████████████| 4.94G/4.94G [00:46&lt;00:00, 106MB/s]\nmodel-00002-of-00003.<span class=\""highlight\"">safetensors</span>: 100%|████████████████████████████████████ &hellip; ██████████████████████████████████████████████| 5.00G/5.00G [00:46&lt;00:00, 107MB/s]\nmodel-00003-of-00003.<span class=\""highlight\"">safetensors</span>: 100%|███████████████████████████████████████████████████████████████████████████████ &hellip; "", ""title"": ""Unable to locally save some models locally with SentenceTransformers""}"

TypeError: unhashable type: &#39;AddedToken&#39;,Stack Overflow,N/A,"{""tags"": [""python""], ""question_score"": 0, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 1, ""is_answered"": false, ""question_id"": 77606584, ""item_type"": ""question"", ""score"": 0, ""last_activity_date"": 1712898552, ""creation_date"": 1701783036, ""body"": ""I have a test.py file and I want to package this file using pyinstaller, but running the generated exe file produces the following error.\n\nNone of PyTorch, TensorFlow &gt;= 2.0, or Flax have been found. Models won&#39;t be available and only tokenizers, configuration and file/data utilities can be used.\nTraceback (most recent call last):\nFile &quot;test.py&quot;, line 25, in \nFile &quot;transformers\\tokenization_utils_base.py&quot;, line 2024, in from_pretrained\nFile &quot;transformers\\tokenization_utils_base.py&quot;, line 2256, in _from_pretrained\nFile &quot;transformers\\models\\bert\\tokenization_bert.py&quot;, line 217, in init\nFile &quot;transformers\\tokenization_utils.py&quot;, line 367, in init\nFile &quot;transformers\\tokenization_utils.py&quot;, line 507, in _add_tokens\nFile &quot;transformers\\tokenization_utils.py&quot;, line 512, in _update_trie\nTypeError: unhashable type: &#39;AddedToken&#39;\n[3492] Failed to execute script &#39;test&#39; due to unhandled exception!\n\ntest.spec\n\nI guess there is some conflict between transformers and pyinstaller, because I run the py program directly with no problem, but I don&#39;t know how to solve it\n"", ""excerpt"": ""datas += copy_metadata(&#39;requests&#39;)\ndatas += copy_metadata(&#39;packaging&#39;)\ndatas += copy_metadata(&#39;filelock&#39;)\ndatas += copy_metadata(&#39;numpy&#39;)\ndatas += copy_metadata(&#39;huggingface-hub&#39;)\ndatas += copy_metadata(&#39;<span class=\""highlight\"">safetensors</span> &hellip; "", ""title"": ""TypeError: unhashable type: &#39;AddedToken&#39;""}"

Huggingface Trainer Finetuning While Using Multi-GPUs Get CUDA Loss Warnings and End up with CUDA Error. [../aten/src/ATen/native/cuda/Loss.cu:250],Stack Overflow,N/A,"{""tags"": [""linux"", ""pytorch"", ""huggingface""], ""question_score"": 0, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 0, ""is_answered"": false, ""question_id"": 78308203, ""item_type"": ""question"", ""score"": 0, ""last_activity_date"": 1712892277, ""creation_date"": 1712809922, ""body"": ""I&#39;m following from this script and try to adapt by setting  for using multiple GPUs in Docker container. Below is the server setting:\nDISTRIB_ID=Ubuntu\nDISTRIB_RELEASE=22.04\n\nSome Python packages version shows below:\n\nAll GPUs are running well while only using 1 GPU by the command:\n\nHowever, when calling all GPUs by the command:\n\nI got the CUDA Loss warnings and end up with CUDA error.\n\n\nI know the error seems caused by the number of labels is not match to the outputs, referred from this forum, but the totally same script is also running well with using multiple GPUs on the other server with the below setting:\nDISTRIB_ID=Ubuntu\nDISTRIB_RELEASE=20.04\n\nSome Python packages version shows below:\n\nAlso, I&#39;ve referred to this doc but stuck by the command:\n\nI&#39;m not sure if there are some CUDA installing, setting or others difference between both servers that I missed\nFor UBUNTU, CUDA, Python packages version difference, I tried to install the same environment on the first server but got the same warnings and error.\nI also tried to build the environment on host got the same warnings and error, too.\n"", ""excerpt"": ""nvidia-cusolver-cu12      11.4.5.107\nnvidia-cusparse-cu12      12.1.0.106\nnvidia-nccl-cu12          2.19.3\nnvidia-nvjitlink-cu12     12.4.127\nnvidia-nvtx-cu12          12.1.105\npeft                      0.10.0\n<span class=\""highlight\"">safetensors</span> &hellip; 11.4.5.107  \nnvidia-cusparse-cu12      12.1.0.106  \nnvidia-nccl-cu12          2.18.1      \nnvidia-nvjitlink-cu12     12.3.52     \nnvidia-nvtx-cu12          12.1.105    \npeft                      0.5.0      \n<span class=\""highlight\"">safetensors</span> &hellip; "", ""title"": ""Huggingface Trainer Finetuning While Using Multi-GPUs Get CUDA Loss Warnings and End up with CUDA Error. [../aten/src/ATen/native/cuda/Loss.cu:250]""}"

Python error InvalidHeaderDeserialization when loading model from huggingface,Stack Overflow,N/A,"{""tags"": [""pytorch"", ""huggingface-transformers"", ""large-language-model""], ""question_score"": 1, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 0, ""is_answered"": false, ""question_id"": 78273341, ""item_type"": ""question"", ""score"": 1, ""last_activity_date"": 1712230465, ""creation_date"": 1712227969, ""body"": ""I fine-tuned google/gemma-7b model based on this jupyter notebook, with one minor change, that I&#39;m saving model at the end to huggingface using trainer.push_to_hub(). But when I&#39;m trying to load my model from hugging face using this code:\n\nI get error &#39;safetensors_rust.SafetensorError: Error while deserializing header: InvalidHeaderDeserialization&#39;\n\nI have no problems load it from saved checkpoint using  with code\n\nbut I&#39;m not able to load it from huggingface using . Also when I tried to retrain another model without using:\n\nit loads just fine. Also I tried to &quot;reupload&quot; model to huggingface using\n\nbut it has the some outcome as previous. Is there any other option how to load this model from huggingface?\n"", ""excerpt"": ""326, in load_peft_weights\n    adapters_weights = safe_load_file(filename, device=device)\n                       ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File &quot;pip_packages/lib/python3.11/site-packages/<span class=\""highlight\"">safetensors</span> &hellip; "", ""title"": ""Python error InvalidHeaderDeserialization when loading model from huggingface""}"

TorToiSe TTS Wav2Vec2 model training every run,Stack Overflow,N/A,"{""tags"": [""python"", ""pytorch"", ""text-to-speech"", ""huggingface""], ""question_score"": 0, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 1, ""is_answered"": false, ""question_id"": 77387888, ""item_type"": ""question"", ""score"": 0, ""last_activity_date"": 1712108849, ""creation_date"": 1698661905, ""body"": ""I&#39;m trying to use tortoise tts lib to synthesize human speech. Here is my code:\n\nEvery run I gets this warning:\nSome weights of the model checkpoint at jbetker/wav2vec2-large-robust-ft-libritts-voxpopuli were not used when initializing Wav2Vec2ForCTC: [&#39;wav2vec2.encoder.pos_conv_embed.conv.weight_g&#39;, &#39;wav2vec2.encoder.pos_conv_embed.conv.weight_v&#39;]\n\nThis IS expected if you are initializing Wav2Vec2ForCTC from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).\nThis IS NOT expected if you are initializing Wav2Vec2ForCTC from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).\nSome weights of Wav2Vec2ForCTC were not initialized from the model checkpoint at jbetker/wav2vec2-large-robust-ft-libritts-voxpopuli and are newly initialized: [&#39;wav2vec2.encoder.pos_conv_embed.conv.parametrizations.weight.original1&#39;, &#39;wav2vec2.encoder.pos_conv_embed.conv.parametrizations.weight.original0&#39;]\nYou should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.\n\nand this model (jbetker/wav2vec2-large-robust-ft-libritts-voxpopuli) starts training, that took about half an hour. This model is used inside tortoise library in . How can I fix it? Can I train it model once and use than? Sorry if my question is stupid, I&#39;m backend engineer.\nHere is my spec:\nMacBook Air m1 16gb ram\nRequirements:\n\nI&#39;ve tried to search for a solve of this problem, but I expect I&#39;m the only guy with this problem\n"", ""excerpt"": ""Quart==0.19.3\nquart-cors==0.7.0\nreferencing==0.30.2\nregex==2023.10.3\nrequests==2.31.0\nrequests-oauthlib==1.3.1\nresize-right==0.0.2\nrfc3986==1.5.0\nrotary-embedding-torch==0.3.5\nrpds-py==0.10.6\nrsa==4.9\n<span class=\""highlight\"">safetensors</span> &hellip; "", ""title"": ""TorToiSe TTS Wav2Vec2 model training every run""}"

Error loading Hugging Face model: SafeTensorsInfo.__init__() got an unexpected keyword argument &#39;sharded&#39;,Stack Overflow,N/A,"{""tags"": [""python"", ""nlp"", ""huggingface-transformers"", ""huggingface"", ""llama""], ""question_score"": 2, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 1, ""is_answered"": true, ""question_id"": 78262292, ""item_type"": ""question"", ""score"": 2, ""last_activity_date"": 1712080264, ""creation_date"": 1712070617, ""body"": ""I have been using Hugging Face transformers quantized Llama2 model. Suddenly, code I was able to run earlier today is throwing an error when I try to load the model.\nThis code is straight from the docs:\n\nThis suddenly generates this error:\n\nThe bizarre thing is that I was able to run this code earlier today on the same machine. It is the same model. I haven&#39;t installed or updated any new Python (or other) packages.\nThis is using Ubuntu 20.04. Here are the relevant package versions:\n\nHow can an error suddenly arise when I haven&#39;t changed anything? It might make sense of my cached version of the model was no longer available, and it had downloaded a newer version. The way that  downloads models is a bit mysterious to me, but the model files page doesn&#39;t indicate anything has changed. What can I do to return to the position I was in this morning when this code would run?\n"", ""excerpt"": ""AutoTokenizer\n\nmodel_name_or_path = &quot;TheBloke/Llama-2-7b-Chat-AWQ&quot;\n\n# Load model\nmodel = AutoAWQForCausalLM.from_quantized(\n    model_name_or_path,\n    fuse_layers = True,\n    trust_remote_code = False,\n    <span class=\""highlight\"">safetensors</span> &hellip; "", ""title"": ""Error loading Hugging Face model: SafeTensorsInfo.__init__() got an unexpected keyword argument &#39;sharded&#39;""}"

meta-llama/Llama-2-7b-hf returning tensor instead of ModelOutput,Stack Overflow,N/A,"{""tags"": [""huggingface-transformers"", ""llama""], ""question_score"": 0, ""is_accepted"": false, ""has_accepted_answer"": true, ""answer_count"": 1, ""is_answered"": false, ""question_id"": 78231239, ""item_type"": ""question"", ""score"": 0, ""last_activity_date"": 1712066868, ""creation_date"": 1711537984, ""body"": ""I am using the Llama-2-7b-hf model with the  function from the transformers library (v4.38.2) and it&#39;s returning the outputs as a single tensor, instead of the ModelOutput I expected.\nI have a copy of the model stored locally:\n\nThis is the code where the model is initialized and then called:\n\nI have used this code with several other models like Mistral and Occiglot and they return ModelOutput objects with these attributes,  and , but not Llama. Can anyone help me understand what is wrong?\n"", ""excerpt"": ""I have a copy of the model stored locally:\n[Llama-2-7b-hf]$ ls -1\nconfig.json\ngeneration_config.json\nLICENSE.txt\nmodel-00001-of-00002.<span class=\""highlight\"">safetensors</span>\nmodel-00002-of-00002.<span class=\""highlight\"">safetensors</span>\nmodel.safetensors.index.json &hellip; "", ""title"": ""meta-llama/Llama-2-7b-hf returning tensor instead of ModelOutput""}"

Pyarrow: ImportError: /lib/x86_64-linux-gnu/libc.so.6: version `GLIBC_2.28&#39; not found,Stack Overflow,N/A,"{""tags"": [""linux"", ""machine-learning"", ""gpu"", ""pyarrow"", ""state-space""], ""question_score"": 0, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 0, ""is_answered"": false, ""question_id"": 78248485, ""item_type"": ""question"", ""score"": 0, ""last_activity_date"": 1711812654, ""creation_date"": 1711812654, ""body"": ""I&#39;m trying to reproduce the results of the liquid s4 paper, but I ran into this problem of not being able to import Pyarrow. The entire error message read:\n\nIt seems like something to do with my linux system. But I have no idea where to get started.  Below are my current environment setup and information about my gpu.\n\nI&#39;m using a RTX3060 gpu.\n\nDoes anyone know what could go wrong and how I can fix them? Any help is appreciated. Please let me know if you need further information.\n"", ""excerpt"": ""=0.3.1\npydub==0.25.1\nPygments==2.17.2\npykeops==2.2.2\npyparsing==3.1.2\npython-dateutil==2.9.0.post0\npytorch-lightning==1.5.10\npytz==2024.1\nPyYAML==6.0.1\nregex==2023.12.25\nrequests==2.31.0\nrich==13.7.1\n<span class=\""highlight\"">safetensors</span> &hellip; "", ""title"": ""Pyarrow: ImportError: /lib/x86_64-linux-gnu/libc.so.6: version `GLIBC_2.28&#39; not found""}"

Tortoise tts is not using GPU,Stack Overflow,N/A,"{""tags"": [""python"", ""pytorch"", ""text-to-speech""], ""question_score"": 1, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 0, ""is_answered"": false, ""question_id"": 77815428, ""item_type"": ""question"", ""score"": 1, ""last_activity_date"": 1711726711, ""creation_date"": 1705242666, ""body"": ""i have sucesfully installed tortoise TTs and my env looks like this:\n\ntorch.cuda.is available returns true but when i run tortoise tts it uses only 0.1 percent gpu and 5 percent cpu. this causes it to be unbearably slow even with cuda. why is it not using the gpu??\ni tried several things like reinstalling torch and forcefully changing tortoise tts device to cuda:0 but nothing made a difference.\n"", ""excerpt"": ""pypi\nregex                     2023.12.25               pypi_0    pypi\nrequests                  2.28.1                   pypi_0    pypi\nrotary-embedding-torch    0.5.3                    pypi_0    pypi\n<span class=\""highlight\"">safetensors</span> &hellip; "", ""title"": ""Tortoise tts is not using GPU""}"

ValueError: 4.39.0.dev0 is not valid SemVer string,Stack Overflow,N/A,"{""tags"": [""python"", ""pytorch"", ""huggingface-transformers"", ""large-language-model"", ""huggingface""], ""question_score"": -1, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 1, ""is_answered"": false, ""question_id"": 78135361, ""item_type"": ""question"", ""score"": -1, ""last_activity_date"": 1710552833, ""creation_date"": 1710063146, ""body"": ""I got the following error  in my code:\n\nComplete error message:\n\nThat&#39;s the transformer version:\n\nI don&#39;t know, what the cause is and I hope you can help to find the cause.\nThanks in advance.\n"", ""excerpt"": ""Author-email: transformers@huggingface.co\nLicense: Apache 2.0 License\nLocation: /opt/conda/lib/python3.10/site-packages\nRequires: filelock, huggingface-hub, numpy, packaging, pyyaml, regex, requests, <span class=\""highlight\"">safetensors</span> &hellip; "", ""title"": ""ValueError: 4.39.0.dev0 is not valid SemVer string""}"

