repo_url,commit_hash,model_file_path,serialization_format,message,author,date,is_in_commit,change_status,elapsed_days
sentence-transformers/msmarco-distilbert-base-dot-prod-v3,e3a72bf723b0123b3d58a620ef11d204231d77b7,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (b538cd90ee6679fc27422540e9509542a8ddff73)",Tom Aarsen,2024-03-27 07:23:56,True,+,551
sentence-transformers/msmarco-distilbert-base-dot-prod-v3,e3a72bf723b0123b3d58a620ef11d204231d77b7,2_Dense/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (b538cd90ee6679fc27422540e9509542a8ddff73)",Tom Aarsen,2024-03-27 07:23:56,True,+,551
sentence-transformers/msmarco-bert-co-condensor,427333dc90e4d6c1e3cff464577d1dddbdc5912b,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (611e13e11d1bea480da9f9e305cc4b6bda887cbf)",Tom Aarsen,2024-03-27 07:23:19,True,+,551
sentence-transformers/msmarco-bert-base-dot-v5,cb06e8fcb7c81153cb820f9aadf64fb36d58bc80,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (733b212b308bdbd5a5f4fc5d46c9c1c03de08147)",Tom Aarsen,2024-03-27 07:21:49,True,+,551
sentence-transformers/msmarco-MiniLM-L6-cos-v5,1675dde8bf821301ce6828a5b65d68eafd09fd0f,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (0d58b6c83fb62077753331f042167d4a181de674)


Co-authored-by: Cameron Parry <wallies@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 07:20:58,True,+,551
sentence-transformers/msmarco-MiniLM-L12-cos-v5,5a2625f5c110735f6b6961fd3ce87f73a29f0849,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (901f4c8809c833efa2ac8374aaade070b6c31a63)",Tom Aarsen,2024-03-27 07:20:29,True,+,551
sentence-transformers/msmarco-MiniLM-L-6-v3,4bbcc2eda546e4b955eb470d175143e450322d72,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (fc9a39fd36298ce1a305d51d48cf6fdd9e43622d)",Tom Aarsen,2024-03-27 07:19:34,True,+,551
sentence-transformers/msmarco-MiniLM-L-12-v3,67cbc8cda2d57acef96ed7b61caf837f9d3e5364,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (95e7bf457646bc3160add48e57e994798fc3a21c)",Tom Aarsen,2024-03-27 07:18:23,True,+,551
sentence-transformers/gtr-t5-xxl,73f2a9156a3dcc2194dfdb2bf201cd7d17e17884,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (4b836c08bd0b9f0a5829417566161c3c1a708d21)
- Adds /tmp/tmpljiuzftx/modelss--sentence-transformers--gtr-t5-xxl/2_Dense/model.safetensors (d548a806e4b6067e675d6adb6981724fbd94b1fb)",Tom Aarsen,2024-03-27 09:19:16,True,+,551
sentence-transformers/gtr-t5-xxl,73f2a9156a3dcc2194dfdb2bf201cd7d17e17884,2_Dense/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (4b836c08bd0b9f0a5829417566161c3c1a708d21)
- Adds /tmp/tmpljiuzftx/modelss--sentence-transformers--gtr-t5-xxl/2_Dense/model.safetensors (d548a806e4b6067e675d6adb6981724fbd94b1fb)",Tom Aarsen,2024-03-27 09:19:16,True,+,551
sentence-transformers/gtr-t5-xl,23a8d667a1ad2578af181ce762867003c498d1bf,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (b1d8428e001cbe085fb24e48babf3913013e6dc0)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 06:42:14,True,+,551
sentence-transformers/gtr-t5-xl,23a8d667a1ad2578af181ce762867003c498d1bf,2_Dense/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (b1d8428e001cbe085fb24e48babf3913013e6dc0)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 06:42:14,True,+,551
sentence-transformers/gtr-t5-large,a2c8ac47f998531948d4cbe32a0b577a7037a5e3,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (bd1b6ff4295bec72dece77f1d9b7e10dfd5b9a81)",Tom Aarsen,2024-03-27 06:41:50,True,+,551
sentence-transformers/gtr-t5-large,a2c8ac47f998531948d4cbe32a0b577a7037a5e3,2_Dense/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (bd1b6ff4295bec72dece77f1d9b7e10dfd5b9a81)",Tom Aarsen,2024-03-27 06:41:50,True,+,551
sentence-transformers/gtr-t5-base,7027e9594267928589816394bdd295273ddc0739,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (d7883f9a010f63c60becdf76681f65c2b65071b5)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 06:40:20,True,+,551
sentence-transformers/gtr-t5-base,7027e9594267928589816394bdd295273ddc0739,2_Dense/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (d7883f9a010f63c60becdf76681f65c2b65071b5)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 06:40:20,True,+,551
sentence-transformers/facebook-dpr-question_encoder-single-nq-base,50c4874f5cec3cd5405a7783a0b098748f9a2441,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (9165aa5cbceea68ca8f4ac3475ee8f174fb15cfc)",Tom Aarsen,2024-03-27 06:40:13,True,+,551
sentence-transformers/facebook-dpr-question_encoder-multiset-base,d3a3526c652c146ae8b0627a0bcafb09ed9ce498,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (7787a8f0ff474c7cdb6cb2f812caecd3a755d288)",Tom Aarsen,2024-03-27 06:38:55,True,+,551
sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base,b57a40d884e5a1d04645109bc89d0c0281f6cd9d,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (c5cf7bda2fed3a900adf3e7531f48952baf353a8)",Tom Aarsen,2024-03-27 06:37:54,True,+,551
sentence-transformers/facebook-dpr-ctx_encoder-multiset-base,f2bf369e779a1c658158d15609f63f90ca84b663,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (d74c593e816b1852ae6552c0aa40df1f06376990)",Tom Aarsen,2024-03-27 06:36:08,True,+,551
sentence-transformers/distiluse-base-multilingual-cased,9ede88e8d37351c09b7f460898bc8b2aaa0c8106,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (5e030a45f911156dacdb9d7ff2e4c0861aa33988)",Tom Aarsen,2024-03-27 06:26:25,True,+,551
sentence-transformers/distiluse-base-multilingual-cased,9ede88e8d37351c09b7f460898bc8b2aaa0c8106,2_Dense/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (5e030a45f911156dacdb9d7ff2e4c0861aa33988)",Tom Aarsen,2024-03-27 06:26:25,True,+,551
sentence-transformers/distiluse-base-multilingual-cased-v2,03a0532331151aeb3e1d2e602ffad62bb212a38d,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#10)


- Adding `safetensors` variant of this model (80b7bac9d76a1274a1dfb71a9277ec58d9bbfee4)",Tom Aarsen,2024-03-27 06:31:01,True,+,551
sentence-transformers/distiluse-base-multilingual-cased-v2,03a0532331151aeb3e1d2e602ffad62bb212a38d,2_Dense/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#10)


- Adding `safetensors` variant of this model (80b7bac9d76a1274a1dfb71a9277ec58d9bbfee4)",Tom Aarsen,2024-03-27 06:31:01,True,+,551
sentence-transformers/distiluse-base-multilingual-cased-v1,ae9f5e096840ab325a30464d284f293fbea761a8,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#5)


- Adding `safetensors` variant of this model (52ee851b8f3c42360f911ba163484fd210ce6683)",Tom Aarsen,2024-03-27 06:27:22,True,+,551
sentence-transformers/distiluse-base-multilingual-cased-v1,ae9f5e096840ab325a30464d284f293fbea761a8,2_Dense/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#5)


- Adding `safetensors` variant of this model (52ee851b8f3c42360f911ba163484fd210ce6683)",Tom Aarsen,2024-03-27 06:27:22,True,+,551
sentence-transformers/distilroberta-base-paraphrase-v1,465e8fcb787de877b98ea444e680f8fc8350fae7,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (2e6cde21c1ce0c187af4996e894ad389e45bc410)",Tom Aarsen,2024-03-27 06:26:02,True,+,551
sentence-transformers/distilroberta-base-msmarco-v2,b39d3bb53a0143f3af00fc9e45877d7852f12636,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (5633a956dcf59366e0a92a6b2f15a096337e3ddb)",Tom Aarsen,2024-03-27 06:25:02,True,+,551
sentence-transformers/distilroberta-base-msmarco-v1,3f6934fe72c36fc86107e29fbbfdd5f8dda84e4b,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (0dcacd6ec21fdeda7cc4f643337d5de6b6f4f81a)",Tom Aarsen,2024-03-27 06:24:24,True,+,551
sentence-transformers/distilbert-multilingual-nli-stsb-quora-ranking,117dd6a227afa30e2354289a96d2b2e983f35b5a,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (187bdb692ed988062c7e9218754e7f57d6cce124)",Tom Aarsen,2024-03-27 06:23:51,True,+,551
sentence-transformers/distilbert-base-nli-stsb-quora-ranking,038c0dd35af3615fdec4477484e98db3c1583ada,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (2de11ed7263b064a91bc374a0d09a4d21a16bf41)",Tom Aarsen,2024-03-27 06:19:13,True,+,551
sentence-transformers/distilbert-base-nli-stsb-mean-tokens,ec4fb043dbfe6eb0f6bb31c5d8ab8be458c02f4f,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (67de002e4040a5985e249f0b940640d8687ce8dc)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 06:18:52,True,+,551
sentence-transformers/distilbert-base-nli-mean-tokens,2781c006adbf3726b509caa8649fc8077ff0724d,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (b03ece09961832079ba1367a20416f3941eaf6b0)",Tom Aarsen,2024-03-27 06:18:45,True,+,551
sentence-transformers/distilbert-base-nli-max-tokens,f0cf640ec026d3aea7f5acc40581858d23eb85f1,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (ee79d268a70f21730caf0bdeaefd3d3557155ff6)",Tom Aarsen,2024-03-27 06:17:44,True,+,551
sentence-transformers/clip-ViT-B-32-multilingual-v1,10b5b81a389a9c157ae791276b648365c541a19b,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#7)


- Adding `safetensors` variant of this model (ea458416d97929c769c385badc727a14375709b5)",Tom Aarsen,2024-03-27 06:16:01,True,+,551
sentence-transformers/clip-ViT-B-32-multilingual-v1,10b5b81a389a9c157ae791276b648365c541a19b,2_Dense/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#7)


- Adding `safetensors` variant of this model (ea458416d97929c769c385badc727a14375709b5)",Tom Aarsen,2024-03-27 06:16:01,True,+,551
sentence-transformers/bert-large-nli-stsb-mean-tokens,405c03be69c5084dcdd6f73e17e0a07872cec436,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (4a73c94a73b58ffd6f0ede578655d08eb490bcd3)",Tom Aarsen,2024-03-27 06:13:39,True,+,551
sentence-transformers/bert-large-nli-mean-tokens,415da850af1117ff0257c083d731080cf9a6f114,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (80b5af1042a2e31c4c5b3aeca7090fc64ef61c66)",Tom Aarsen,2024-03-27 06:12:29,True,+,551
sentence-transformers/bert-large-nli-max-tokens,127dd6715ac16f13c33d23cd0ae08d928a90c3ce,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (6a41cca291fc8f62fce387fa39a775fd7388bb8e)",Tom Aarsen,2024-03-27 06:10:52,True,+,551
sentence-transformers/bert-large-nli-cls-token,00e4634e59516819b2fa94f66913794f405ec4fa,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (150355d99d52e89934022d0ab2e31d25a45cacfb)",Tom Aarsen,2024-03-27 06:09:26,True,+,551
sentence-transformers/bert-base-wikipedia-sections-mean-tokens,66a32828d8eb5208698cfc67a083cb2767ddae0e,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (355748468177597dd0a2210c5b89d788d04448b9)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 05:59:39,True,+,551
sentence-transformers/bert-base-nli-stsb-mean-tokens,a6cbfd343cee00119481f2862ed6c37b31f7d3b4,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (3f722aad334f9a8878092a6577ac80f369e55f85)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 05:59:16,True,+,551
sentence-transformers/bert-base-nli-mean-tokens,50a3c8e8e115748c99fa4bc49e35758e9a5bb598,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (c988f084e3dd0ef29c16b7fc1cbbf819b2a0983e)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 05:58:38,True,+,551
sentence-transformers/bert-base-nli-max-tokens,cb4452e02e5159fc64358dfdf3e45c2d868cc410,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (5a7d515b7d89d867f0f56dba1ddcdf887a46e27e)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 05:58:27,True,+,551
sentence-transformers/bert-base-nli-cls-token,ee3a718b5d7c0eca401b2bc52bf07a9312755ebe,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (0907403de1c0fd73189d604799e7c910174b8219)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 05:56:58,True,+,551
sentence-transformers/allenai-specter,a1514d7c92d661ac5b4e687045bd3d40b832ce81,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (85f6d63ec98d3daa8f31f10d38dfea93121cab26)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 05:52:27,True,+,551
sentence-transformers/all-roberta-large-v1,7351068294d6fad1e9991c08ec123bbacdb0cad5,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (d27d88ca47d8a48f9c6e621c9b6f7a51604f0ffa)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 05:49:10,True,+,551
sentence-transformers/all-mpnet-base-v2,84f2bcc00d77236f9e89c8a360a00fb1139bf47d,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#19)


- Adding `safetensors` variant of this model (9ae5db60492ae56d2265bd76c95eaba56b6bc0db)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 05:46:22,True,+,551
sentence-transformers/all-mpnet-base-v1,4b86b374cf0bfa96f60b87869635a86f69e104d9,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (1d179bfb9e7500696d0c9577f5a181a450cfcdb8)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 05:45:46,True,+,551
sentence-transformers/all-distilroberta-v1,14e2a3f3090548596d23882845152a951333c0e3,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#5)


- Adding `safetensors` variant of this model (df00b8ff5a83d91a6875326b8acfc06f45ef424e)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 05:45:18,True,+,551
sentence-transformers/all-MiniLM-L6-v2,46605decb5369335a3847c9f41bb0b896c07dd1a,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#53)


- Adding `safetensors` variant of this model (ee8519ce6a28a61c9190da0a16e199d262197a1b)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 05:41:11,True,+,551
sentence-transformers/all-MiniLM-L6-v1,4ccf77db5049cc31b815180ea2d79ff4d4a1fccd,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (e9d4b8f9e47b8057aa9e349f0f42d9ed0ebe2533)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 05:40:56,True,+,551
sentence-transformers/all-MiniLM-L12-v2,a05860a77cef7b37e0048a7864658139bc18a854,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#8)


- Adding `safetensors` variant of this model (2f41ae668f085158c0baf758b4f11370f7b25a6d)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-26 10:05:34,True,+,550
sentence-transformers/all-MiniLM-L12-v1,0845ca5ddc07524b3196519cf3940ceb86cf106c,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (cd320cd6eec75f83fa5bac01409005bc0681ee76)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 05:40:13,True,+,551
sentence-transformers/LaBSE,50fe0940fa3ca3be4d2170f21395beb6d581fc44,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (88055e95f5067b42ab73e5fe9f90eab793e28383)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 05:39:35,True,+,551
sentence-transformers/LaBSE,50fe0940fa3ca3be4d2170f21395beb6d581fc44,2_Dense/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (88055e95f5067b42ab73e5fe9f90eab793e28383)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 05:39:35,True,+,551
sdadas/polish-roberta-large-v2,ea0ae716face05348ff9942983538ce456745239,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (91c4768ad8c03f1c1a2805b329f569a2cb421211)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sławomir Dadas,2023-06-12 15:29:01,True,+,262
savasy/bert-turkish-text-classification,31e695d0c6889e90246df29922cb666d3e55c60c,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (d02fd7dcecfd21e3f61d45e7c5d2b39e1a597ee4)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",savaş yıldırım,2023-06-22 10:42:33,True,+,272
savasy/bert-base-turkish-squad,29841ac386224581d23994f4d1a16201a3bbfa1d,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (72cd51845087da5e4e2a70c0961fd4a6f5a0b49a)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",savaş yıldırım,2023-06-22 10:43:05,True,+,272
savasy/bert-base-turkish-sentiment-cased,453309215a1f3a79efec5a9ee726090d558413bb,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (bc6a2e238d6205404682783c2c675275e0907213)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",savaş yıldırım,2023-06-22 10:42:55,True,+,272
savasy/bert-base-turkish-ner-cased,d1cd705eb7b6ed243c59ea0f988deac0df01db08,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (ef45a7ecd8f89bd575ed56e9bc229c65e1fc29a9)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",savaş yıldırım,2023-06-22 10:42:45,True,+,272
Ashishkr/query_wellformedness_score,d0e3c491e2176d17c6cc979620757612fa979bc0,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (5f8954b682c3854548670ebd741a86714d1fe288)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Ashish Kumar,2023-08-26 23:00:56,True,+,337
rinna/japanese-roberta-base,a6292480cf298a973a593c011eb7703e25f802cc,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (5863579c0d9909dfa6844369c562ebe2c155b1f8)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tianyu Zhao,2023-03-20 04:02:52,True,+,178
rinna/japanese-gpt2-xsmall,d539bf1f1586f871c417c404007a2ec4eeaaa2e0,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (baef3c4e1f6bfbf0afa5ff832509dd67d85a0824)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tianyu Zhao,2023-06-05 22:42:01,True,+,255
rinna/japanese-gpt2-small,8e5d4b47796688b90ce0a006aa05389a33a88985,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (a94557c6b517184dadc25232ff631c839e8461d5)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tianyu Zhao,2023-03-20 04:02:47,True,+,178
rinna/japanese-gpt2-medium,7f8349fabd40edf09dec4d045dfe8c7e7500c52f,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (486af7d20e4791f3d9655d4213ee92699f4bf344)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tianyu Zhao,2023-03-20 04:02:43,True,+,178
rinna/japanese-gpt-1b,44d3fdefa7186e6e6738a308579d15fd0fc9cbad,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (b4eb054412fa2bc18352e9710c7002fe54267759)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tianyu Zhao,2023-03-20 04:02:33,True,+,178
pysentimiento/robertuito-sentiment-analysis,c9045a75d17f43ce9452e4d2dd39e0583e06fe1e,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (32cd87679c66d835385d4dcda83533415aab7bca)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Juan Manuel Pérez,2024-02-27 15:46:41,True,+,522
pszemraj/distill-pegasus-CompMath,3f371f4ce849f9742a3eeeaf79e00ccf0879f51b,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (bd989f599658df8c3f07e12fb92c57c82d071968)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Peter Szemraj,2023-03-22 09:53:00,True,+,180
orzhan/bart-transcription-aggregation,b76e500f6554fe40b32ea2713c5d7dcb65da5414,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (70986331a58b714c984efc7fe465c20334562333)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Mikhail,2024-02-27 04:38:24,True,+,522
nvidia/segformer-b0-finetuned-ade-512-512,489d5cd81a0b59fab9b7ea758d3548ebe99677da,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#5)


- Adding `safetensors` variant of this model (4955adde54d543daccac73517ca29b4b969ec4fc)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-01-14 05:46:46,True,+,478
vinvino02/glpn-nyu,cb8ce03174424af9a3315da175ead88667f0578c,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (4106884b7e02b1301316ffb592a13f8b19a70cc8)


Co-authored-by: Sayak Paul <sayakpaul@users.noreply.huggingface.co>",Niels Rogge,2024-01-22 16:21:37,True,+,486
Intel/dpt-large,cc27b92e869fc79f52a0241addbbcd1579b66b11,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#11)


- Adding `safetensors` variant of this model (3c4a0347a9b7ee855c027e7f2bf02c588e2a67ac)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-02-24 06:21:58,True,+,519
SenseTime/deformable-detr,99ace78d6054f588d3224837a904aca912820853,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (83e778611d2eaffcd08463aabd321f51300cfd11)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2023-09-07 02:14:08,True,+,349
SenseTime/deformable-detr-with-box-refine,df72191392f6fd7c11f0e7771e2d1b12eb89fce4,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (e8349f505d13e8af041373bdc95a3c5ff950f144)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2023-09-08 12:09:30,True,+,350
SenseTime/deformable-detr-with-box-refine-two-stage,52c5a7f4ad20bbf8e384c5f6033a25bf0aacff33,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (9f2cce112b020c513acfaba9f57a8dc11b4c62d5)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2023-09-07 02:13:42,True,+,349
SenseTime/deformable-detr-single-scale,8b45d9087a92766aa90bb2972470216923b1160f,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (6a95b7560c33d74976e1744d3e1c0109445e547d)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2023-09-07 14:47:34,True,+,349
SenseTime/deformable-detr-single-scale-dc5,ac2ccf6f2a345300e956ce0b02fe6c3420ab5bec,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (e086e75fb41c92909e714a56f91a619a8d709082)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2023-09-07 14:47:27,True,+,349
