repo_url,commit_hash,model_file_path,serialization_format,message,author,date,is_in_commit,elapsed_days,change_status
vamossyd/emtract-distilbert-base-uncased-emotion,57ddac8a38881904ea95a274e2a16e0b4ed4dc18,vamossyd/emtract-distilbert-base-uncased-emotion/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (95db41d0cb12986d1910152caab2c54952e7a804)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Domonkos F. Vamossy,2023-06-22 20:03:04,True,273,+
vamossyd/emtract-distilbert-base-uncased-emotion,eeaecc910e5ebc09a97af750d4b6b1a9c3e2a179,vamossyd/emtract-distilbert-base-uncased-emotion/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (e7b946a2ea773c82086f5b3abaf6c1406d5e04e8)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Domonkos F. Vamossy,2023-06-20 10:57:18,True,271,+
bigscience/bloom-7b1,30e23bd98b419c5ef1c093cdc9ca2fefff9df371,bigscience/bloom-7b1/model-00001-of-00002.safetensors,safetensors,"Adding `safetensors` variant of this model (#51)


- Adding `safetensors` variant of this model (7002f454fc2c08736dc9bd075cff2c2fa9c0eeba)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Christopher Akiki,2023-12-03 06:10:05,True,437,+
bigscience/bloom-7b1,30e23bd98b419c5ef1c093cdc9ca2fefff9df371,bigscience/bloom-7b1/model-00002-of-00002.safetensors,safetensors,"Adding `safetensors` variant of this model (#51)


- Adding `safetensors` variant of this model (7002f454fc2c08736dc9bd075cff2c2fa9c0eeba)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Christopher Akiki,2023-12-03 06:10:05,True,437,+
globuslabs/ScholarBERT-XL,dc0e57b49219f980dbf711763a7851f327d3fc5d,globuslabs/ScholarBERT-XL/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (ab615f47ceb3f6be0c87352b59369f895a5a4aca)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Globus Labs,2023-05-05 13:21:40,True,225,+
ddobokki/electra-small-sts-cross-encoder,a9bd9eb18c8bd9c3f886ab4caf09f5f4077e32a2,ddobokki/electra-small-sts-cross-encoder/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (e49830170f19085db782678c822d20fd6451c11b)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",MHK,2024-10-30 07:40:34,True,769,+
cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,e1f4a37b5ad572015a1340a48133713afb98e7fe,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (a6cdcf70e791d7653094c71ea6b920706353ef48)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-12-12 06:30:16,True,812,+
facebook/levit-128S,46576b0c1bead4e89d89eb42e0a1ad4cb236fb20,facebook/levit-128S/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (bd26f94bd57f71399c53d8421dd6a0757cfbb28f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-02-29 05:23:03,True,525,+
bradgrimm/patent-cpc-predictor,1963b7647aef53080d0648917892fe5baceb0409,bradgrimm/patent-cpc-predictor/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (e083f7f5bfd3cb88ad44e96ae64d4f149605cc44)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Bradley Grimm,2024-01-31 15:11:27,True,496,+
joaomsimoes/bertpt-portuguese-portugal,77ec8fed5b8a21e32e8c3ed167cf02fcdcbb7765,joaomsimoes/bertpt-portuguese-portugal/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (8fe27fb911fce4f870a7b1d2aa1092b9a73a4742)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Simoes,2024-01-31 06:03:53,True,496,+
MoritzLaurer/DeBERTa-v3-large-mnli-fever-anli-ling-wanli,05de80a7216c05a616667f65cf61669b261314ea,MoritzLaurer/DeBERTa-v3-large-mnli-fever-anli-ling-wanli/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (b35cc6544ed0482b906902773cd8be0d8d8bf3bb)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Moritz Laurer,2023-03-20 04:27:01,True,179,+
eunsour/en-ko-transliterator,9af528583b2a123b36fd5260420cbdddad07b93f,eunsour/en-ko-transliterator/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (8276aa629631744bea95be4c88bd3582fde0c626)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",eunsour,2024-12-09 20:17:07,True,809,+
Yehor/w2v-xls-r-uk,cc3341fec8c54dae5253c41f028e0ed46e7ec704,Yehor/w2v-xls-r-uk/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (8bc0cf0b987664f05c8170033af6c5a3c5e545c3)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Smoliakov,2024-07-23 13:19:21,True,670,+
NbAiLab/nb-wav2vec2-1b-nynorsk,37107327f6af742c008042d8cfdba4276de18f82,NbAiLab/nb-wav2vec2-1b-nynorsk/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (3721340872a2f812c5032aa578a6c2bee644499c)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Javier de la Rosa,2024-12-27 10:19:56,True,827,+
TimKond/S-PubMedBert-MedQuAD,b73d84decb1da6bd4c1cf084a1b6c6602157d267,TimKond/S-PubMedBert-MedQuAD/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (d88c44d5d22e7643d71ff7848ee4c4fa907700b1)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tim Kondziella,2024-11-05 17:01:03,True,775,+
JeremiahZ/roberta-base-rte,a1dbe7cba94d19b35e92ac534e20cd7742967ec1,JeremiahZ/roberta-base-rte/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (88642c70a1c76d96735af42203d7b0ab478598a6)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Jeremiah Zhou,2024-12-19 18:33:00,True,819,+
shibing624/mengzi-t5-base-chinese-correction,547133cb0f0fc3c1d858d587b56ebea078f9496b,shibing624/mengzi-t5-base-chinese-correction/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (3e4e79f3cbee78b62de4afb29e0f3783e4a98d4d)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",xuming,2023-03-18 21:45:31,True,177,+
chkla/parlbert-topic-german,61b1b398e5862b087a2bf8db8e9e77f8722e1589,chkla/parlbert-topic-german/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (0ab6e808343574f70c1e656db60a7ab7cd792ef0)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Christopher,2023-03-22 12:20:02,True,181,+
JeremiahZ/bert-base-uncased-mrpc,e2b54afd072ddd1b1a1fb8a1b418fc8b08c980d0,JeremiahZ/bert-base-uncased-mrpc/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (e5a2a9048003bb4cedab7196303bfbfba78a2c9d)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Jeremiah Zhou,2024-11-21 19:44:58,True,791,+
JeremiahZ/bert-base-uncased-wnli,be4fe87c636a3ffabd2afa5c83d03fae571ca008,JeremiahZ/bert-base-uncased-wnli/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (03acdd3c5142faaa188c55a2e3be6f0d463601f0)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Jeremiah Zhou,2024-11-21 19:44:55,True,791,+
JeremiahZ/bert-base-uncased-qqp,24c460829a10736bcabea6a51197f08d46ac4084,JeremiahZ/bert-base-uncased-qqp/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (a7318ea183fe77516e82286d1da124ac97f4e9e6)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Jeremiah Zhou,2024-10-29 16:38:58,True,768,+
KES/TEC-English,945f3333ed0cf99e6bebef7ef08231ea268ded20,KES/TEC-English/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (1edc22bb45df3927455f573048e49d357cf01971)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Keston Smith,2023-12-03 12:40:49,True,437,+
pszemraj/long-t5-tglobal-base-16384-book-summary,0e8113153c2178a5d633867bc45fc4d426e3b04a,pszemraj/long-t5-tglobal-base-16384-book-summary/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#20)


- Adding `safetensors` variant of this model (1166920762cb5f4d6e33313fc5c977d6c3a5c92f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Peter Szemraj,2023-03-16 22:16:59,True,175,+
adsabs/astroBERT,d00da3e7cf1398c90205fe0e335db0c1608992e2,adsabs/astroBERT/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (224ef1d23ad4d8b87270c9027dd7981469ea0811)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Felix Grezes,2023-04-10 11:55:11,True,200,+
sarahmiller137/bert-base-uncased-ft-m3-lc,122b89ae9bc8c0defb8a16237e0eb0400e721777,sarahmiller137/bert-base-uncased-ft-m3-lc/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (0cfdcb4912362ed81a5e62c1194bace60a219370)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sarah Miller,2024-11-12 07:09:58,True,782,+
djagatiya/ner-roberta-base-ontonotesv5-englishv4,b3a96059d445ad87ecc71d89206037ea95da3bfc,djagatiya/ner-roberta-base-ontonotesv5-englishv4/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (de9e9d9dd879631bb34071af4d06a8b59c5bc564)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",djagatiya,2024-05-22 03:10:53,True,608,+
sarahmiller137/roberta-base-ft-m3-lc,3488344f311890f13255230f6325acfd1b030c59,sarahmiller137/roberta-base-ft-m3-lc/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (38d830309b32a60ceee6d17ec5c2ca84722f3727)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sarah Miller,2024-11-12 07:09:11,True,782,+
alfaneo/jurisbert-base-portuguese-uncased,a1ccd6a1d2117a173e47f63a04e3fbc9efc09789,alfaneo/jurisbert-base-portuguese-uncased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (30db5bbdaf3f3d26ac71052d7513d999e997ac66)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Charles Viegas,2024-11-02 10:14:20,True,772,+
gaunernst/bert-tiny-uncased,acfe705a1ce159e2830c36727f99a2d4f71f5e20,gaunernst/bert-tiny-uncased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (8b02d8da02c3b176e304881e26a195b6db11fe75)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Thien Tran,2024-10-24 22:11:23,True,763,+
gaunernst/bert-mini-uncased,0772d26477d98b5896774fa570b581100fb60dcc,gaunernst/bert-mini-uncased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (f672436a00ae7f15b9cc26482a4d65f0a535e9ea)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Thien Tran,2024-10-25 22:03:52,True,764,+
gaunernst/bert-L2-H768-uncased,e1c0e4184232d8be37722471eca42242a82b1023,gaunernst/bert-L2-H768-uncased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (b37ddbf2a1616aeae12f90f093c79f43d4b59cab)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Thien Tran,2024-10-31 22:22:12,True,770,+
gaunernst/bert-L6-H768-uncased,d3452f64c934d5d85ac410a1dcc0cc94c0687780,gaunernst/bert-L6-H768-uncased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (0947bfb16806ec67cde5015bf0a2904f6f72333e)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Thien Tran,2024-12-12 22:19:36,True,812,+
djagatiya/ner-albert-base-v2-ontonotesv5-englishv4,8fee927b046a7ae6ff7f51ff9af09db0a8169734,djagatiya/ner-albert-base-v2-ontonotesv5-englishv4/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (4f4ad461c67ecee9888a33eae2d48975072d294e)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",djagatiya,2024-05-22 03:12:05,True,608,+
djagatiya/ner-bert-base-cased-ontonotesv5-englishv4,d7317404a842fc6dd26563cff753044d1619afcd,djagatiya/ner-bert-base-cased-ontonotesv5-englishv4/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (de6ca93a693cc6f3df31d2724dfc06018ba887a0)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",djagatiya,2024-05-22 03:11:46,True,608,+
alfaneo/jurisbert-base-portuguese-sts,885315d4b35015e9247597ef545ad1407ab81024,alfaneo/jurisbert-base-portuguese-sts/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (1196f10a4a1b05622ae7bd1d47e031de196b4bc5)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Charles Viegas,2024-11-02 10:15:53,True,772,+
alfaneo/bertimbaulaw-base-portuguese-cased,af28fb2fade1f4dac2ca50605208411b46261389,alfaneo/bertimbaulaw-base-portuguese-cased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (e786837bf9722d254ffae2d1ffb900c5ed96404f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Charles Viegas,2024-11-02 10:15:30,True,772,+
jonathandinu/face-parsing,8ee285cb01328e6b6d0d33f2cdbc6d8505ac069d,jonathandinu/face-parsing/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (047ef79bb00be32b78387b41bf0ab130e6438afc)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Jonathan Dinu,2023-03-19 05:39:21,True,178,+
MCG-NJU/videomae-base-short,9fa00797f9e861e08e49069f5039d60e02b37122,MCG-NJU/videomae-base-short/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (676c19b0a11ca71728de4572a595d40a4242d48e)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-03-29 04:02:07,True,554,+
ckb/en-toki-mt,4dae4756a48ccbbb06d30f1b740b59c18f03073b,ckb/en-toki-mt/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (6351b4d82586cbfbf90cf33ea810cac63ec9c3c6)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",ChenKB,2023-03-24 03:21:53,True,183,+
MCG-NJU/videomae-base-finetuned-kinetics,488eb9a0565f257b32866000305c8178965eb9f6,MCG-NJU/videomae-base-finetuned-kinetics/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (ded4e48b8b503c08f6edd9405b26d406f288824b)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-03-29 04:01:51,True,554,+
steeldream/letov,0263e4ec0e61971d1b19aa34d9a50b37528ab609,steeldream/letov/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (19394114b8baf47106f0e105f84fce147e496a3d)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Arman Bolatov,2024-10-23 13:42:47,True,762,+
deepset/deberta-v3-base-squad2,937a9e842670a7d23f8dfd4be71bbb62d5a5636a,deepset/deberta-v3-base-squad2/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (5fcc6cb32601b9dc22059dfa0ae4a6febbb22d91)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Mayank Jobanputra,2023-03-24 10:16:56,True,183,+
nielsr/donut-base-finetuned-docvqa,b910f7abc7e8ea31f57a8898f3cf41c3fe705827,nielsr/donut-base-finetuned-docvqa/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (5e200f6465027fa3289b331cb2f451b237ddbceb)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-11-17 05:16:55,True,787,+
deepset/deberta-v3-large-squad2,49b45e1827c15b942e2ef5fcdd3e9d93449c66b3,deepset/deberta-v3-large-squad2/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#9)


- Adding `safetensors` variant of this model (ca0bbbb3d0170de3113b098ab11ded15bcef6d24)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Mayank Jobanputra,2023-03-24 10:18:13,True,183,+
rufimelo/Legal-BERTimbau-sts-large,b7b28afd793a51e2bb2a93648d3123d52d58899f,rufimelo/Legal-BERTimbau-sts-large/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (d55fa3f112c5ca90efd3b70814b316e1f2e96f56)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Rui Melo,2024-10-27 07:25:37,True,766,+
nielsr/donut-base-finetuned-rvlcdip,05ab011bb9fef007b0e9da4e23c47742493b24fe,nielsr/donut-base-finetuned-rvlcdip/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (33654f275d9353571fda2f01127bfea0197d8d9d)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-11-17 05:16:43,True,787,+
sdadas/st-polish-paraphrase-from-distilroberta,ddcb249a97ff9db4a03ef35ce96123084cb97a55,sdadas/st-polish-paraphrase-from-distilroberta/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (affba8d117978d94285cfcf27b185ceac917020b)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sławomir Dadas,2024-02-22 09:12:06,True,518,+
sdadas/st-polish-paraphrase-from-mpnet,10818c0b7e2404c53823c594d9c0af00dff6ec62,sdadas/st-polish-paraphrase-from-mpnet/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (dfb354711efeab1611ca071d5ba0977a6935d9cb)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sławomir Dadas,2024-02-22 16:46:48,True,518,+
thefrigidliquidation/nllb-200-distilled-1.3B-bookworm,6cbcd97b299ce48febd7a359ebb533d45301afae,thefrigidliquidation/nllb-200-distilled-1.3B-bookworm/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (cc1f9bc67d9eecbe8fe998df02f980561bf60bed)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Frigid Liquidation,2024-04-14 14:45:22,True,570,+
sonoisa/t5-base-english-japanese,f6162ccafa9cb2b26bc171bba9199f6bbbeadca1,sonoisa/t5-base-english-japanese/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (fab6c8fa45e7e86d2d06bf61cb147bb01658580d)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Isao Sonobe,2024-12-12 08:36:38,True,812,+
ibm-research/re2g-reranker-nq,f421419390398a19af0e9b398e58a2bdee175d09,ibm-research/re2g-reranker-nq/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (8d29355581ef9435a18b4f7314da31514612f968)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Michael Glass,2024-03-07 11:30:08,True,532,+
MCG-NJU/videomae-large,12da269a02d3e1fbbb7011e610e591fea8061dca,MCG-NJU/videomae-large/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (79bca44b5b189c60617e477b65a831d517daa1df)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-04-01 03:22:51,True,557,+
MCG-NJU/videomae-large-finetuned-kinetics,0f6adcd5f6902900aa0281f9daacfe52bb3c4ad4,MCG-NJU/videomae-large-finetuned-kinetics/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (c9a8592cb09d9aba65fa06c3b585cb6a66e8bfeb)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-03-29 03:39:53,True,554,+
MCG-NJU/videomae-base,dc740ceda42fce44faed2ea03c6d447db72f6af9,MCG-NJU/videomae-base/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (a6c2a8d371a8690497d78eee21fdb4fbfcf796da)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-03-29 04:02:16,True,554,+
tartuNLP/EstRoBERTa,f5cf90234531eb8197122f46482c3f5bc161130b,tartuNLP/EstRoBERTa/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (3d7b16b362774c863ba50e5331f48ee058a64725)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Aleksei Dorkin,2023-07-25 15:07:15,True,306,+
bigscience/bloom-7b1-intermediate,d8c970686f7e8c45ef56437a6b842de68498fbc4,bigscience/bloom-7b1-intermediate/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (34903c63378af759e534db6501e9ce88fc6b573e)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Christopher Akiki,2024-12-20 09:31:23,True,820,+
bigscience/bloom-1b1-intermediate,5f57bed76d881bf87b3dbfcf6abb23957bea6048,bigscience/bloom-1b1-intermediate/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (9206a6e4320eb8731c07c321f1c93dd0d8c11ef3)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Christopher Akiki,2024-12-20 17:13:04,True,820,+
postbot/t5-small-kw2email-v2,47b4bd370049eb5e79aed10e8d3da8b5cbe0e0dd,postbot/t5-small-kw2email-v2/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (b82d7e4901bc9bc2c810fcc3b20c351692ace610)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Peter Szemraj,2024-12-20 10:45:19,True,820,+
ybelkada/t5-3b-sharded,7a366c97c1cc52ae84ae5e96ebb9619acf456717,ybelkada/t5-3b-sharded/model_00001-of-00005.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (b399a8480b9a6b5fe6c734d83e1e8a2a199a33e3)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Younes Belkada,2024-10-26 08:30:20,True,765,+
ybelkada/t5-3b-sharded,7a366c97c1cc52ae84ae5e96ebb9619acf456717,ybelkada/t5-3b-sharded/model_00002-of-00005.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (b399a8480b9a6b5fe6c734d83e1e8a2a199a33e3)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Younes Belkada,2024-10-26 08:30:20,True,765,+
ybelkada/t5-3b-sharded,7a366c97c1cc52ae84ae5e96ebb9619acf456717,ybelkada/t5-3b-sharded/model_00003-of-00005.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (b399a8480b9a6b5fe6c734d83e1e8a2a199a33e3)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Younes Belkada,2024-10-26 08:30:20,True,765,+
ybelkada/t5-3b-sharded,7a366c97c1cc52ae84ae5e96ebb9619acf456717,ybelkada/t5-3b-sharded/model_00004-of-00005.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (b399a8480b9a6b5fe6c734d83e1e8a2a199a33e3)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Younes Belkada,2024-10-26 08:30:20,True,765,+
ybelkada/t5-3b-sharded,7a366c97c1cc52ae84ae5e96ebb9619acf456717,ybelkada/t5-3b-sharded/model_00005-of-00005.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (b399a8480b9a6b5fe6c734d83e1e8a2a199a33e3)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Younes Belkada,2024-10-26 08:30:20,True,765,+
ybelkada/t5-11b-sharded,93d9be24ad2c0f1ec693b466899cd14254068604,ybelkada/t5-11b-sharded/model_00001-of-00015.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (a75e449104ab2119345809d889752da8f18fa72f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Younes Belkada,2024-11-21 01:37:26,True,791,+
ybelkada/t5-11b-sharded,93d9be24ad2c0f1ec693b466899cd14254068604,ybelkada/t5-11b-sharded/model_00002-of-00015.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (a75e449104ab2119345809d889752da8f18fa72f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Younes Belkada,2024-11-21 01:37:26,True,791,+
ybelkada/t5-11b-sharded,93d9be24ad2c0f1ec693b466899cd14254068604,ybelkada/t5-11b-sharded/model_00003-of-00015.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (a75e449104ab2119345809d889752da8f18fa72f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Younes Belkada,2024-11-21 01:37:26,True,791,+
