repo_url,commit_hash,model_file_path,serialization_format,message,author,date
KBLab/wav2vec2-large-xlsr-53-swedish,20b703673bb0060c4b3e208453f6f5a5823f85e1,pytorch_model.bin,torch.save,First,Martin Malmsten,2021-03-22 09:15:36
Intel/dynamic_tinybert,a09184908bed346e896bf939babefdb0ddd45760,pytorch_model.bin,torch.save,uploading model,Shira,2021-11-22 08:48:08
Intel/dynamic_tinybert,a09184908bed346e896bf939babefdb0ddd45760,training_args.bin,torch.save,uploading model,Shira,2021-11-22 08:48:08
Ilyes/wav2vec2-large-xlsr-53-french_punctuation,2209882c5e5b021d3b65cb44bdb4ed4cd33867b7,Ilyes/wav2vec2-large-xlsr-53-french_punctuation/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (efd1c4dfe747d13e70b70e9c77286ed449ae5d2c)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Ilyes Rebai,2024-05-09 11:42:56
Ilyes/wav2vec2-large-xlsr-53-french_punctuation,a9bcfcab4923a90b27e1a02900c259ef51b97f2f,pytorch_model.bin,torch.save,first commit,irebai,2021-05-11 09:01:07
IMSyPP/hate_speech_targets_slo,b543cd325b1d9d890bac06afd02afedbf58eaefd,pytorch_model.bin,torch.save,adding model weights and configuration,Andraž Pelicon,2021-09-21 10:41:05
Helsinki-NLP/opus-mt-sv-en,b0748edca3dc879930d770a392a17f51c49ed5e5,Helsinki-NLP/opus-mt-sv-en/tf_model.h5,h5/hdf5,Add TF weights,Joao Gante,2022-09-05 08:17:32
Helsinki-NLP/opus-mt-sv-en,33bc979d5615646a267529a65d0a6f794b140b51,pytorch_model.bin,torch.save,Update pytorch_model.bin,system,2020-04-29 09:56:45
Helsinki-NLP/opus-mt-en-fr,0bb2f7f768a43e1a47c5dd1ad4bc197318291071,Helsinki-NLP/opus-mt-en-fr/tf_model.h5,h5/hdf5,Add TF weights,Joao Gante,2022-09-05 08:19:25
Helsinki-NLP/opus-mt-en-fr,c1d99b6d666ef8baf77d1f7a6ae62273639e1dac,pytorch_model.bin,torch.save,Update pytorch_model.bin,system,2020-04-28 21:47:22
HamidRezaAttar/gpt2-product-description-generator,52ef8e8ef249e4ec453384dc068e80c5101b601d,dls_eng_Batch4.pkl,torch.save,First model version,HamidReza Attar,2022-02-16 07:09:31
HamidRezaAttar/gpt2-product-description-generator,52ef8e8ef249e4ec453384dc068e80c5101b601d,pytorch_model.bin,torch.save,First model version,HamidReza Attar,2022-02-16 07:09:31
EleutherAI/gpt-neo-125m,6cb0d322a3a484e99667e7cb240e22f1ac036b99,EleutherAI/gpt-neo-125m/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#9)


- Adding `safetensors` variant of this model (7af65195821fe1bdf752c96fd00c7cff78ade490)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Stella Biderman,2023-07-09 11:54:09
EleutherAI/gpt-neo-125m,c0af9267b67ba6195206fe24bb1a20c160b91c7d,pytorch_model.bin,torch.save,Add model,Leo Gao,2021-04-06 03:27:04
EleutherAI/gpt-neo-1.3B,8282180b53cba30a1575e49de1530019e5931739,EleutherAI/gpt-neo-1.3B/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (9e34e15c872605436c2e94601fd67a2446b30047)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Stella Biderman,2023-07-09 11:52:34
EleutherAI/gpt-neo-1.3B,765fd7472653867081a9d6e6dc33e98e62a51d0e,pytorch_model.bin,torch.save,add files,patil-suraj,2021-03-30 10:57:04
jesseD/homer-bot,32d40acd06333ede9a689150c26b34953df853c9,jesseD/homer-bot/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (d17b1d0cde5dcbe676848c169728a193c7e3bd7d)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Jesse Dingley,2024-04-05 17:53:03
jesseD/homer-bot,865370a0bbed64356282720fb453718cf83524f2,pytorch_model.bin,torch.save,add model,Jesse Dingley,2022-03-24 06:58:17
jesseD/homer-bot,37000a1b281c7fd489c6d71fef33140e5a5c7e3e,pytorch_model.bin,torch.save,add model,Jesse Dingley,2022-03-19 13:05:33
jesseD/homer-bot,cba346301d687747082386542b3efff8f573360b,pytorch_model.bin,torch.save,add model,Jesse Dingley,2022-03-10 04:16:16
jesseD/homer-bot,1b95e29614cf0e6b89fa6eb7bd1dae56d9641676,pytorch_model.bin,torch.save,add model,Jesse Dingley,2022-02-24 10:20:46
jesseD/homer-bot,af9e6de56a24a64a082a50b3538a3018135a1189,pytorch_model.bin,torch.save,add model,Jesse Dingley,2022-02-24 09:36:00
jesseD/homer-bot,7b2dd495813eb54b52f7da5066f64937bb80eac5,pytorch_model.bin,torch.save,add model,Jesse Dingley,2022-02-24 08:42:14
jesseD/homer-bot,9e24c66a4e0e44b12183c1ab8c4f3267f58407c6,pytorch_model.bin,torch.save,add model,Jesse Dingley,2022-02-24 06:30:10
jesseD/homer-bot,e4f4890bb694dc8bc83777e92be7c18563e034ba,pytorch_model.bin,torch.save,add model,Jesse Dingley,2022-02-24 04:23:57
jesseD/homer-bot,a06bf090d8e0a2d3f6683659a1bd5b57b66f5b2a,pytorch_model.bin,torch.save,add model,Jesse Dingley,2022-02-23 10:50:34
jesseD/homer-bot,599f3e205beba622946ed3cd387d0b3ebc33440f,pytorch_model.bin,torch.save,add model,Jesse Dingley,2022-02-23 05:02:24
jesseD/homer-bot,1e55681101e8de7ce1caf3824d69c8244d2af1d0,pytorch_model.bin,torch.save,add model,Jesse Dingley,2022-02-22 11:39:01
jesseD/homer-bot,9fffbe4000bf001f82abe7c09aebdef451019331,pytorch_model.bin,torch.save,add model,DingleyMaillotUrgell,2022-02-22 11:18:17
jesseD/homer-bot,8b9ddaee491bf2f200676261ce81f8710c57e355,pytorch_model.bin,torch.save,add model,Jesse Dingley,2022-01-27 13:02:47
jesseD/homer-bot,8cea54fef05c9c234e498e9544f8ea2a5f83e8f7,pytorch_model.bin,torch.save,add model,Jesse Dingley,2022-01-26 10:01:51
jesseD/homer-bot,4ac5b4799fba09281469acf1310cc3ab1606ec2f,pytorch_model.bin,torch.save,add model,Jesse Dingley,2022-01-25 15:15:15
jesseD/homer-bot,5d87a465fa9b1a9ef902cc06b5e6f127fd32d146,pytorch_model.bin,torch.save,add model,Jesse Dingley,2022-01-21 05:51:37
jesseD/homer-bot,e932c0707f9d34c58a1a897ffa1ec7c5d515d545,pytorch_model.bin,torch.save,add model,Jesse Dingley,2022-01-20 10:02:02
CAUKiel/JavaBERT,bac399e0d903099524999d3f9162421b0eafdd48,CAUKiel/JavaBERT/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (b7e7cc77e97f81014a3ff87b93e9f43aa2b38ba0)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Nelson Tavares de Sousa,2023-03-20 05:43:34
CAUKiel/JavaBERT,ead5aab921ddad773a71820c55dc0947b6c369cd,pytorch_model.bin,torch.save,Added running model,Nelson Tavares de Sousa,2021-09-16 12:13:34
Bagus/wav2vec2-large-xlsr-bahasa-indonesia,6927c0401575f8797a8bc55c5d2347e018365734,pytorch_model.bin,torch.save,Upload pytorch_model.bin with git-lfs,Bagus Tris Atmaja,2021-09-24 04:19:52
Bagus/wav2vec2-large-xlsr-bahasa-indonesia,3b41677338c57f76743da85a4365b3841299cd7a,pytorch_model.bin,torch.save,Upload pytorch_model.bin with git-lfs,Bagus Tris Atmaja,2021-09-23 02:05:45
ielabgroup/BiTAG-t5-large,7c646927fd42e71cf92fef20024ad04742693dad,ielabgroup/BiTAG-t5-large/spiece.model,ONNX,add tokenizer,ArvinZhuang,2021-06-28 04:05:03
ielabgroup/BiTAG-t5-large,e0f4b3f4699111bd04828cb2100229250f167b6d,pytorch_model.bin,torch.save,add model,ArvinZhuang,2021-06-28 03:47:17
AdharshJolly/HarryPotterBot-Model,031d1a134a272da755691e946503293d57eaeb47,AdharshJolly/HarryPotterBot-Model/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (b86bc942233e23dec3d3e0bd50a6b8288670b1ce)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Adharsh Jolly,2024-07-17 05:35:04
AdharshJolly/HarryPotterBot-Model,1ae81da28dfdd9220ac2702d688aa4d096fc255f,pytorch_model.bin,torch.save,Initial Commit,AdharshJolly,2021-11-04 03:45:15
AdharshJolly/HarryPotterBot-Model,1ae81da28dfdd9220ac2702d688aa4d096fc255f,training_args.bin,torch.save,Initial Commit,AdharshJolly,2021-11-04 03:45:15
AdapterHub/roberta-base-pf-drop,e6eac7d79ae16eb416c91f8441cbbb8ed4861aa5,pytorch_adapter.bin,torch.save,Initial version.,calpt,2021-08-31 09:37:14
AdapterHub/roberta-base-pf-drop,e6eac7d79ae16eb416c91f8441cbbb8ed4861aa5,pytorch_model_head.bin,torch.save,Initial version.,calpt,2021-08-31 09:37:14
AdapterHub/roberta-base-pf-commonsense_qa,2412a2610584652dd62ade4b2b0d69cfdb8a2487,pytorch_adapter.bin,torch.save,Initial version.,calpt,2021-08-31 09:40:14
AdapterHub/roberta-base-pf-commonsense_qa,2412a2610584652dd62ade4b2b0d69cfdb8a2487,pytorch_model_head.bin,torch.save,Initial version.,calpt,2021-08-31 09:40:14
AdapterHub/roberta-base-pf-boolq,c0d2060d2767a4fc55661bb6be96a6555c4bc039,pytorch_adapter.bin,torch.save,Initial version.,calpt,2021-08-31 09:38:06
AdapterHub/roberta-base-pf-boolq,c0d2060d2767a4fc55661bb6be96a6555c4bc039,pytorch_model_head.bin,torch.save,Initial version.,calpt,2021-08-31 09:38:06
AdapterHub/roberta-base-pf-anli_r3,35a25b3b7b1373b61e610a21213618e03c1887e1,pytorch_adapter.bin,torch.save,Initial version.,calpt,2021-08-31 09:34:48
AdapterHub/roberta-base-pf-anli_r3,35a25b3b7b1373b61e610a21213618e03c1887e1,pytorch_model_head.bin,torch.save,Initial version.,calpt,2021-08-31 09:34:48
AdapterHub/bert-base-uncased-pf-drop,39aa2323108582d52ac7bc58d7ecae6433862a2d,pytorch_adapter.bin,torch.save,Initial version.,calpt,2021-08-31 09:46:02
AdapterHub/bert-base-uncased-pf-drop,39aa2323108582d52ac7bc58d7ecae6433862a2d,pytorch_model_head.bin,torch.save,Initial version.,calpt,2021-08-31 09:46:02
AdapterHub/bert-base-uncased-pf-commonsense_qa,5d7951a32b31d0807635b1c1fd2bd8f843fd09eb,pytorch_adapter.bin,torch.save,Initial version.,calpt,2021-08-31 09:48:51
AdapterHub/bert-base-uncased-pf-commonsense_qa,5d7951a32b31d0807635b1c1fd2bd8f843fd09eb,pytorch_model_head.bin,torch.save,Initial version.,calpt,2021-08-31 09:48:51
AdapterHub/bert-base-uncased-pf-boolq,1a203149985800514be8d27954bf6828149cdbe1,pytorch_adapter.bin,torch.save,Initial version.,calpt,2021-08-31 09:46:53
AdapterHub/bert-base-uncased-pf-boolq,1a203149985800514be8d27954bf6828149cdbe1,pytorch_model_head.bin,torch.save,Initial version.,calpt,2021-08-31 09:46:53
AdapterHub/bert-base-uncased-pf-anli_r3,3d6046b62dd41721b545f3c092f515b50da9892e,pytorch_adapter.bin,torch.save,Initial version.,calpt,2021-08-31 09:43:35
AdapterHub/bert-base-uncased-pf-anli_r3,3d6046b62dd41721b545f3c092f515b50da9892e,pytorch_model_head.bin,torch.save,Initial version.,calpt,2021-08-31 09:43:35
AI-Lab-Makerere/en_lg,fcc316d1770688c4745e839ab325b5f1b04b9302,pytorch_model.bin,torch.save,Commit From AutoNLP,AutoNLP Admin,2022-01-05 06:35:38
AI-Lab-Makerere/en_lg,fcc316d1770688c4745e839ab325b5f1b04b9302,sample_input.pkl,pickle,Commit From AutoNLP,AutoNLP Admin,2022-01-05 06:35:38
FacebookAI/xlm-roberta-large,19638cbb324df1eabdbe808eaaef59da837a5152,FacebookAI/xlm-roberta-large/onnx/model.onnx,ONNX,"Adding ONNX file of this model (#15)


- Adding ONNX file of this model (ffaefd54b2c2a7c25305a113f32ffe70e1375dcd)


Co-authored-by: Chawakorn Phiantham <MhondGhod@users.noreply.huggingface.co>",Félix Marty,2023-09-29 09:04:24
FacebookAI/xlm-roberta-large,19638cbb324df1eabdbe808eaaef59da837a5152,FacebookAI/xlm-roberta-large/onnx/sentencepiece.bpe.model,ONNX,"Adding ONNX file of this model (#15)


- Adding ONNX file of this model (ffaefd54b2c2a7c25305a113f32ffe70e1375dcd)


Co-authored-by: Chawakorn Phiantham <MhondGhod@users.noreply.huggingface.co>",Félix Marty,2023-09-29 09:04:24
FacebookAI/xlm-roberta-large,5bc772e3200d64d987707aa9e9dfcca44b1f8da2,FacebookAI/xlm-roberta-large/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#13)


- Adding `safetensors` variant of this model (2a489c01713afb599e293739f28b7d36941f13dc)


Co-authored-by: Nicolas Patry <Narsil@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 16:19:19
FacebookAI/xlm-roberta-large,5b4cbc771d77801fd0856922b65d9a0c97a57c56,FacebookAI/xlm-roberta-large/onnx/model.onnx,ONNX,"Adding ONNX file of this model (#11)


- Adding ONNX file of this model (e5244d05ed8002acdda9160c1cc09925738d128d)


Co-authored-by: Mushfiqur Rahman <mushfiqurrobin@users.noreply.huggingface.co>",Omar Sanseviero,2023-03-24 12:06:53
FacebookAI/xlm-roberta-large,5fc94cd60b7f9777400ef9c9b769ef2c80f5187f,FacebookAI/xlm-roberta-large/tf_model.h5,h5/hdf5,"Add TF weights (#3)


- Add TF weights (69ec3f8f3a4111087020369ae2281bb3292a84ef)",joaogante,2022-06-01 12:58:49
FacebookAI/xlm-roberta-large,3622bd3a88f56a34ef7deb997f3a1a0a40b58d09,FacebookAI/xlm-roberta-large/sentencepiece.bpe.model,ONNX,Update sentencepiece.bpe.model,system,2019-12-18 17:40:19
FacebookAI/xlm-roberta-large,c8c534437da8af08f976946ae96400c2b3985882,pytorch_model.bin,torch.save,Update pytorch_model.bin,system,2019-12-18 17:39:33
FacebookAI/xlm-roberta-large-finetuned-conll03-german,903698b5895c8c209914ba0f68d5b97b163235f0,FacebookAI/xlm-roberta-large-finetuned-conll03-german/onnx/model.onnx,ONNX,"Adding ONNX file of this model (#3)


- Adding ONNX file of this model (0900667e1346f91f8aa5307b5c16a7a650028c02)


Co-authored-by: Fred Robbins  <Mesc70@users.noreply.huggingface.co>",Félix Marty,2023-12-12 10:03:16
FacebookAI/xlm-roberta-large-finetuned-conll03-german,903698b5895c8c209914ba0f68d5b97b163235f0,FacebookAI/xlm-roberta-large-finetuned-conll03-german/onnx/sentencepiece.bpe.model,ONNX,"Adding ONNX file of this model (#3)


- Adding ONNX file of this model (0900667e1346f91f8aa5307b5c16a7a650028c02)


Co-authored-by: Fred Robbins  <Mesc70@users.noreply.huggingface.co>",Félix Marty,2023-12-12 10:03:16
FacebookAI/xlm-roberta-large-finetuned-conll03-german,58cd4882f44c944cd53190513af217ea073aed2d,FacebookAI/xlm-roberta-large-finetuned-conll03-german/sentencepiece.bpe.model,ONNX,Update sentencepiece.bpe.model,system,2019-12-19 15:12:52
FacebookAI/xlm-roberta-large-finetuned-conll03-german,17d4a3be35607394d22727941185171c0c21f00d,pytorch_model.bin,torch.save,Update pytorch_model.bin,system,2019-12-19 15:11:01
FacebookAI/xlm-roberta-large-finetuned-conll03-english,df3cc13673c5de461b24e1c75ff17c20f41d3a34,FacebookAI/xlm-roberta-large-finetuned-conll03-english/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#10)


- Adding `safetensors` variant of this model (d42471300e02526d8ca959081abe63cff0e9e071)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lysandre,2023-11-28 04:51:38
FacebookAI/xlm-roberta-large-finetuned-conll03-english,e892243e8cd4f07b1207da5a3ee62c6a2b6bbb76,FacebookAI/xlm-roberta-large-finetuned-conll03-english/onnx/model.onnx,ONNX,"Adding ONNX file of this model (#8)


- Adding ONNX file of this model (0fb512996a3e5c502b1ec80162c72725c8f52225)


Co-authored-by: Cle <Bencle@users.noreply.huggingface.co>",Félix Marty,2023-11-09 10:49:25
FacebookAI/xlm-roberta-large-finetuned-conll03-english,e892243e8cd4f07b1207da5a3ee62c6a2b6bbb76,FacebookAI/xlm-roberta-large-finetuned-conll03-english/onnx/sentencepiece.bpe.model,ONNX,"Adding ONNX file of this model (#8)


- Adding ONNX file of this model (0fb512996a3e5c502b1ec80162c72725c8f52225)


Co-authored-by: Cle <Bencle@users.noreply.huggingface.co>",Félix Marty,2023-11-09 10:49:25
FacebookAI/xlm-roberta-large-finetuned-conll03-english,37cec430afc62dd1995f7d8f730a7289930ae79b,FacebookAI/xlm-roberta-large-finetuned-conll03-english/sentencepiece.bpe.model,ONNX,Update sentencepiece.bpe.model,system,2019-12-19 10:26:44
FacebookAI/xlm-roberta-large-finetuned-conll03-english,2b3c0fd61a4c4ce8bd49a06a47faab0c9759a363,pytorch_model.bin,torch.save,Update pytorch_model.bin,system,2019-12-19 10:25:42
FacebookAI/xlm-roberta-large-finetuned-conll02-spanish,20c988ed3590c0fa2de016700fc375b0266c7513,FacebookAI/xlm-roberta-large-finetuned-conll02-spanish/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (4fbcd7daf1ae5746589b5c1fbce696b45c3f292b)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lysandre,2023-09-12 16:39:08
FacebookAI/xlm-roberta-large-finetuned-conll02-spanish,b39711dd624cdde93bc437a65bd9a22ade06750d,FacebookAI/xlm-roberta-large-finetuned-conll02-spanish/sentencepiece.bpe.model,ONNX,Update sentencepiece.bpe.model,system,2019-12-19 15:01:34
FacebookAI/xlm-roberta-large-finetuned-conll02-spanish,74133733ab26a71dc88a6d20a08a4dbb2c0301af,pytorch_model.bin,torch.save,Update pytorch_model.bin,system,2019-12-19 15:00:27
FacebookAI/xlm-roberta-large-finetuned-conll02-dutch,6044ba0532004bd6908223d90bca919f867e0f20,FacebookAI/xlm-roberta-large-finetuned-conll02-dutch/sentencepiece.bpe.model,ONNX,Update sentencepiece.bpe.model,system,2019-12-19 15:21:08
FacebookAI/xlm-roberta-large-finetuned-conll02-dutch,cfb15bf29d5e6db170a75de0ea55f2367a941d64,pytorch_model.bin,torch.save,Update pytorch_model.bin,system,2019-12-19 15:20:03
FacebookAI/xlm-roberta-base,77de1f7a7e5e737aead1cd880979d4f1b3af6668,FacebookAI/xlm-roberta-base/model.onnx,ONNX,"Adding ONNX file of this model (#15)


- Adding ONNX file of this model (e9c793ac25de997022baf24ba4b022a602c0c050)


Co-authored-by: Mushfiqur Rahman <mushfiqurrobin@users.noreply.huggingface.co>",Félix Marty,2023-04-07 08:46:17
FacebookAI/xlm-roberta-base,42f548f32366559214515ec137cdd16002968bf6,FacebookAI/xlm-roberta-base/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#9)


- Adding `safetensors` variant of this model (42d8930d2fa6e51784fc924d37943d1cb89ec0de)


Co-authored-by: Nicolas Patry <Narsil@users.noreply.huggingface.co>",Lysandre,2022-11-16 10:16:18
FacebookAI/xlm-roberta-base,a8c9047dc3eab38d118ef000fbbcd91042f0e9f6,FacebookAI/xlm-roberta-base/tf_model.h5,h5/hdf5,"Add TF weights (#2)


- Add TF weights (9e83a6a990fc25f6073fe25416d1899fe3797944)",joaogante,2022-06-02 11:57:03
FacebookAI/xlm-roberta-base,f73dcc42e4adc2999323f97b2ddea251c6b9fcea,FacebookAI/xlm-roberta-base/sentencepiece.bpe.model,ONNX,Update sentencepiece.bpe.model,system,2019-12-18 17:39:02
FacebookAI/xlm-roberta-base,e3fd2152d3747ba95b5443d64c3b103fff59b903,pytorch_model.bin,torch.save,Update pytorch_model.bin,system,2019-12-18 17:38:27
google-t5/t5-base,fe6d9bf207cd3337512ca838a8b453f87a9178ef,google-t5/t5-base/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#11)


- Adding `safetensors` variant of this model (e2cdbf1187d349dfc8f0543cb96982c95005c3b7)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:42:36
google-t5/t5-base,0610b4df8702a6a9c5c87bfc2e1fccdb05ca8de8,google-t5/t5-base/spiece.model,ONNX,Add tokenizer files,Julien Chaumond,2020-11-10 08:36:24
google-t5/t5-base,b75b6a89c19dd8f751a736d29e46a1789873450f,google-t5/t5-base/pytorch_model.bin,torch.save,Update pytorch_model.bin,system,2019-12-12 05:37:43
google-t5/t5-base,2c80e133c0b72b7ab57e8e702659e6e38e081067,tf_model.h5,h5/hdf5,Update tf_model.h5,system,2019-12-12 05:37:43
google-t5/t5-3b,bed96aab9ee46012a5046386105ee5fd0ac572f0,google-t5/t5-3b/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (438d15719487b1dd9f9762aa45ed1fc0edbfc7d0)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lysandre,2024-01-29 10:44:49
google-t5/t5-3b,21aca707e6d53b80b5baf9a7bb21fce28951a21a,google-t5/t5-3b/spiece.model,ONNX,Add tokenizer files,Julien Chaumond,2020-11-10 08:39:54
google-t5/t5-3b,84906902001c9bb57bfea5998f0b633da8b16ed1,google-t5/t5-3b/pytorch_model.bin,torch.save,Update pytorch_model.bin,system,2019-12-14 03:24:12
google-t5/t5-3b,e375af694423e057de383284368c917fbbcbc0f8,tf_model.h5,h5/hdf5,Update tf_model.h5,system,2019-12-13 11:09:06
FacebookAI/roberta-large,716877d372b884cad6d419d828bac6c85b3b18d9,FacebookAI/roberta-large/model.onnx,ONNX,"Adding ONNX file of this model (#3)


- Adding ONNX file of this model (ae4a20221bb77f66ff11bded5513996e1728b865)


Co-authored-by: Fahad Ali <fa2345@users.noreply.huggingface.co>",Julien Chaumond,2023-03-22 05:25:01
FacebookAI/roberta-large,5069d8a2a32a7df4c69ef9b56348be04152a2341,FacebookAI/roberta-large/model.safetensors,safetensors,"Convert weights to .safetensors (#1)


- Convert weights to .safetensors (e7ebe1d62fc22d24af997fa880b5a38e4d17af45)",Julien Chaumond,2022-09-29 11:22:07
FacebookAI/roberta-large,fb589ba92b949f21312883cbd232c28a8b2a9d16,FacebookAI/roberta-large/tf_model.h5,h5/hdf5,Update tf_model.h5,system,2019-09-24 05:16:36
FacebookAI/roberta-large,4015b08472b103de5a26193d5465f97e24afdd23,pytorch_model.bin,torch.save,Update pytorch_model.bin,system,2019-08-08 18:57:06
openai-community/roberta-large-openai-detector,38f3e0ccf205e9c4e0b38ae9d75ec948141bf832,openai-community/roberta-large-openai-detector/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (8f0a2e84eda6bfe80ecff0442a3832ab7f2895da)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Younes Belkada,2024-04-10 05:56:29
openai-community/roberta-large-openai-detector,cc9398fd349f0136861c3d79faeb4fd549dc1a3a,pytorch_model.bin,torch.save,Update pytorch_model.bin,system,2019-11-06 16:23:05
FacebookAI/roberta-large-mnli,df0f743a40fd2c7a260dfae33c1991f72ca9d472,FacebookAI/roberta-large-mnli/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (531c60848c9322d657baecb18886f954a624cb6d)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:40:16
FacebookAI/roberta-large-mnli,a2e7a790357a508734adbca984a593748dfed2cf,FacebookAI/roberta-large-mnli/tf_model.h5,h5/hdf5,Update tf_model.h5,system,2019-09-24 09:39:28
FacebookAI/roberta-large-mnli,2c138db0e6d29621da4ac58685bf78ff4b5e0779,pytorch_model.bin,torch.save,Update pytorch_model.bin,system,2019-09-24 08:53:04
FacebookAI/roberta-base,ff46155979338ff8063cdad90908b498ab91b181,FacebookAI/roberta-base/model.safetensors,safetensors,"Convert weights to .safetensors (#3)


- Convert weights to .safetensors (a97a0fa19af3b9cf51ccbd4529dd661b7d619fe8)",Julien Chaumond,2022-09-29 11:21:48
FacebookAI/roberta-base,3bf22000df6b4921a99fca646e9a96a2f6ccc588,FacebookAI/roberta-base/tf_model.h5,h5/hdf5,Update tf_model.h5,system,2019-09-24 05:16:31
FacebookAI/roberta-base,fa1301c244d1dce149429bfe8e7450448f2dcb7e,pytorch_model.bin,torch.save,Update pytorch_model.bin,system,2019-08-08 18:57:06
openai-community/roberta-base-openai-detector,e83ca3cbbdd48ffb3a5f0468e487f84e4a81a796,openai-community/roberta-base-openai-detector/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#11)


- Adding `safetensors` variant of this model (82e0e0fa07e714847a9ba369c5753877d617ad33)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:39:59
openai-community/roberta-base-openai-detector,75d6aaf857f8151c7723886545c493f72b82e51f,openai-community/roberta-base-openai-detector/tf_model.h5,h5/hdf5,"Add TF weights (#1)


- Add TF weights (aa4dc2e9b56a1fd0cc01c05e648ac6f465889290)",joaogante,2022-06-09 09:08:57
openai-community/roberta-base-openai-detector,68205f34aba240970dd2af2bc6829f11801dce06,pytorch_model.bin,torch.save,Update pytorch_model.bin,system,2019-11-06 16:12:27
openai-community/openai-gpt,adacbec1426c790163037629ab537b20464a8f71,openai-community/openai-gpt/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (ec256d13d0fb1306e1190e9d45e7bd5c37cb4f7a)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:42:43
openai-community/openai-gpt,6de569cf81b8ad4846460fc0d62720223d7b2e5e,openai-community/openai-gpt/tf_model.h5,h5/hdf5,Update tf_model.h5,system,2019-09-24 04:13:06
openai-community/openai-gpt,3aa6e29b281ec4a582431c83472739be44c0db16,pytorch_model.bin,torch.save,Update pytorch_model.bin,system,2019-02-06 10:35:15
openai-community/gpt2,11c5a3d5811f50298f278a704980280950aedb10,openai-community/gpt2/onnx/decoder_model.onnx,ONNX,"Adding ONNX file of this model (#60)


- Adding ONNX file of this model (9411f419c589519e1a46c94ac7789ea20fd7c322)",Félix Marty,2023-06-29 22:19:43
openai-community/gpt2,11c5a3d5811f50298f278a704980280950aedb10,openai-community/gpt2/onnx/decoder_model_merged.onnx,ONNX,"Adding ONNX file of this model (#60)


- Adding ONNX file of this model (9411f419c589519e1a46c94ac7789ea20fd7c322)",Félix Marty,2023-06-29 22:19:43
openai-community/gpt2,11c5a3d5811f50298f278a704980280950aedb10,openai-community/gpt2/onnx/decoder_with_past_model.onnx,ONNX,"Adding ONNX file of this model (#60)


- Adding ONNX file of this model (9411f419c589519e1a46c94ac7789ea20fd7c322)",Félix Marty,2023-06-29 22:19:43
openai-community/gpt2,75e09b43581151bd1d9ef6700faa605df408979f,openai-community/gpt2/model.safetensors,safetensors,"Upload model.safetensors with huggingface_hub (#12)


- Upload model.safetensors with huggingface_hub (ba2f794b2e4ea09ef932a6628fa0815dfaf09661)


Co-authored-by: Nicolas Patry <Narsil@users.noreply.huggingface.co>",Julien Chaumond,2022-10-20 05:34:54
